# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	12373	12744	-							AOBCEHNH_RS00080	372		old_locus_tag=JKKLCJKK_01361,OJIJPFFD_RS00080
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	12373	12744	-	WP_152062701.1	WP_152062701.1		hydrogenase maturation nickel metallochaperone HypA			AOBCEHNH_RS00080	372	123	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	12832	15618	-							AOBCEHNH_RS00085	2787		old_locus_tag=JKKLCJKK_01362,OJIJPFFD_RS00085
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	12832	15618	-	WP_193221121.1	WP_193221121.1		FAD-dependent oxidoreductase			AOBCEHNH_RS00085	2787	928	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	15683	16372	-					hypB		AOBCEHNH_RS00090	690		old_locus_tag=JKKLCJKK_01363,OJIJPFFD_RS00090
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	15683	16372	-	WP_152062702.1	WP_152062702.1		hydrogenase nickel incorporation protein HypB	hypB		AOBCEHNH_RS00090	690	229	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	16562	17194	+							AOBCEHNH_RS00095	633		old_locus_tag=JKKLCJKK_01364,OJIJPFFD_RS00095
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	16562	17194	+	WP_152062741.1	WP_152062741.1		TetR/AcrR family transcriptional regulator			AOBCEHNH_RS00095	633	210	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	17317	18291	+							AOBCEHNH_RS00100	975		old_locus_tag=JKKLCJKK_01365,OJIJPFFD_RS00100
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	17317	18291	+	WP_152062703.1	WP_152062703.1		DUF5692 family protein			AOBCEHNH_RS00100	975	324	
gene	tRNA	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18462	18538	-							AOBCEHNH_RS00105	77		old_locus_tag=JKKLCJKK_01366,OJIJPFFD_RS00105
tRNA		GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18462	18538	-				tRNA-Arg			AOBCEHNH_RS00105	77		anticodon=ACG
gene	tRNA	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18678	18754	-							AOBCEHNH_RS00110	77		old_locus_tag=JKKLCJKK_01367,OJIJPFFD_RS00110
tRNA		GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18678	18754	-				tRNA-Arg			AOBCEHNH_RS00110	77		anticodon=ACG
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18848	19195	-							AOBCEHNH_RS00115	348		old_locus_tag=JKKLCJKK_01368,OJIJPFFD_RS00115
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	18848	19195	-	WP_226803155.1	WP_226803155.1		hypothetical protein			AOBCEHNH_RS00115	348	115	
gene	SRP_RNA	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	19404	19499	-					ffs		AOBCEHNH_RS00120	96		old_locus_tag=OJIJPFFD_RS00120
ncRNA	SRP_RNA	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	19404	19499	-				signal recognition particle sRNA small type	ffs		AOBCEHNH_RS00120	96		
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	19589	21487	-					tadA		AOBCEHNH_RS00125	1899		old_locus_tag=JKKLCJKK_01369,OJIJPFFD_RS00125
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	19589	21487	-	WP_152062705.1	WP_152062705.1		tRNA adenosine(34) deaminase TadA	tadA		AOBCEHNH_RS00125	1899	632	
gene	tRNA	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	21573	21662	+							AOBCEHNH_RS00130	90		old_locus_tag=JKKLCJKK_01370,OJIJPFFD_RS00130
tRNA		GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	21573	21662	+				tRNA-Ser			AOBCEHNH_RS00130	90		anticodon=TGA
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	21885	22493	-							AOBCEHNH_RS00135	609		old_locus_tag=JKKLCJKK_01371,OJIJPFFD_RS00135
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	21885	22493	-	WP_152062706.1	WP_152062706.1		TetR/AcrR family transcriptional regulator			AOBCEHNH_RS00135	609	202	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	22758	23312	+							AOBCEHNH_RS00140	555		old_locus_tag=JKKLCJKK_01372,OJIJPFFD_RS00140
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	22758	23312	+	WP_006723811.1	WP_006723811.1		LemA family protein			AOBCEHNH_RS00140	555	184	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	23505	25598	+							AOBCEHNH_RS00145	2094		old_locus_tag=JKKLCJKK_01373,OJIJPFFD_RS00145
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	23505	25598	+	WP_152062707.1	WP_152062707.1		acyltransferase			AOBCEHNH_RS00145	2094	697	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	25629	26870	-							AOBCEHNH_RS00150	1242		old_locus_tag=JKKLCJKK_01374,OJIJPFFD_RS00150
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	25629	26870	-	WP_039910709.1	WP_039910709.1		Nramp family divalent metal transporter			AOBCEHNH_RS00150	1242	413	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	26886	28766	-							AOBCEHNH_RS00155	1881		old_locus_tag=JKKLCJKK_01375,OJIJPFFD_RS00155
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	26886	28766	-	WP_152062708.1	WP_152062708.1		CBS domain-containing protein			AOBCEHNH_RS00155	1881	626	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	29076	30461	-							AOBCEHNH_RS00160	1386		old_locus_tag=JKKLCJKK_01376,OJIJPFFD_RS00160
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	29076	30461	-	WP_226803156.1	WP_226803156.1		polysaccharide deacetylase family protein			AOBCEHNH_RS00160	1386	461	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	30507	31280	-							AOBCEHNH_RS00165	774		old_locus_tag=JKKLCJKK_01377,OJIJPFFD_RS00165
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	30507	31280	-	WP_226803157.1	WP_226803157.1		PRC-barrel domain containing protein			AOBCEHNH_RS00165	774	257	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	31324	31704	-							AOBCEHNH_RS00170	381		old_locus_tag=JKKLCJKK_01378,OJIJPFFD_RS00170
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	31324	31704	-	WP_006723817.1	WP_006723817.1		YtxH domain-containing protein			AOBCEHNH_RS00170	381	126	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	31911	33752	-							AOBCEHNH_RS00175	1842		old_locus_tag=JKKLCJKK_01379,OJIJPFFD_RS00175
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	31911	33752	-	WP_152062710.1	WP_152062710.1		carbon starvation protein A			AOBCEHNH_RS00175	1842	613	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	34049	34837	-					proC		AOBCEHNH_RS00180	789		old_locus_tag=JKKLCJKK_01380,OJIJPFFD_RS00180
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	34049	34837	-	WP_152062711.1	WP_152062711.1		pyrroline-5-carboxylate reductase	proC		AOBCEHNH_RS00180	789	262	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	34979	36001	+							AOBCEHNH_RS00185	1023		old_locus_tag=JKKLCJKK_01381,OJIJPFFD_RS00185
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	34979	36001	+	WP_226803158.1	WP_226803158.1		acyltransferase family protein			AOBCEHNH_RS00185	1023	340	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	36366	36785	-							AOBCEHNH_RS00190	420		old_locus_tag=JKKLCJKK_01382,OJIJPFFD_RS00190
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	36366	36785	-	WP_006723821.1	WP_006723821.1		hypothetical protein			AOBCEHNH_RS00190	420	139	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	36861	37847	-							AOBCEHNH_RS00195	987		old_locus_tag=JKKLCJKK_01383,OJIJPFFD_RS00195
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	36861	37847	-	WP_152062713.1	WP_152062713.1		SPFH domain-containing protein			AOBCEHNH_RS00195	987	328	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	38065	39111	+							AOBCEHNH_RS00200	1047		old_locus_tag=JKKLCJKK_01384,OJIJPFFD_RS00200
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	38065	39111	+	WP_152062714.1	WP_152062714.1		hypothetical protein			AOBCEHNH_RS00200	1047	348	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	39199	39663	-							AOBCEHNH_RS00205	465		old_locus_tag=JKKLCJKK_01385,OJIJPFFD_RS00205
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	39199	39663	-	WP_152062715.1	WP_152062715.1		helix-turn-helix domain-containing protein			AOBCEHNH_RS00205	465	154	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	40014	42755	-							AOBCEHNH_RS00210	2742		old_locus_tag=JKKLCJKK_01386,OJIJPFFD_RS00210
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	40014	42755	-	WP_152062716.1	WP_152062716.1		ribonucleoside-diphosphate reductase subunit alpha			AOBCEHNH_RS00210	2742	913	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	42928	43986	+							AOBCEHNH_RS00215	1059		old_locus_tag=JKKLCJKK_01387,OJIJPFFD_RS00215
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	42928	43986	+	WP_152062717.1	WP_152062717.1		ribonucleotide-diphosphate reductase subunit beta			AOBCEHNH_RS00215	1059	352	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	43996	45036	-							AOBCEHNH_RS00220	1041		old_locus_tag=OJIJPFFD_RS00220
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	43996	45036	-	WP_152062718.1	WP_152062718.1		hypothetical protein			AOBCEHNH_RS00220	1041	346	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	45979	48681	-							AOBCEHNH_RS00225	2703		old_locus_tag=JKKLCJKK_01389,OJIJPFFD_RS00225
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	45979	48681	-	WP_193221122.1	WP_193221122.1		metallophosphoesterase			AOBCEHNH_RS00225	2703	900	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	48926	50992	-							AOBCEHNH_RS00230	2067		old_locus_tag=JKKLCJKK_01390,OJIJPFFD_RS00230
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	48926	50992	-	WP_152062720.1	WP_152062720.1		elongation factor G			AOBCEHNH_RS00230	2067	688	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	51285	53669	-							AOBCEHNH_RS00235	2385		old_locus_tag=JKKLCJKK_01391,OJIJPFFD_RS00235
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	51285	53669	-	WP_152062721.1	WP_152062721.1		hypothetical protein			AOBCEHNH_RS00235	2385	794	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	53786	54550	-							AOBCEHNH_RS00240	765		old_locus_tag=JKKLCJKK_01392,OJIJPFFD_RS00240
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	53786	54550	-	WP_152062722.1	WP_152062722.1		amino acid ABC transporter ATP-binding protein			AOBCEHNH_RS00240	765	254	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	54633	55286	-							AOBCEHNH_RS00245	654		old_locus_tag=JKKLCJKK_01393,OJIJPFFD_RS00245
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	54633	55286	-	WP_039910715.1	WP_039910715.1		amino acid ABC transporter permease			AOBCEHNH_RS00245	654	217	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	55377	56324	-							AOBCEHNH_RS00250	948		old_locus_tag=JKKLCJKK_01394,OJIJPFFD_RS00250
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	55377	56324	-	WP_226803159.1	WP_226803159.1		transporter substrate-binding domain-containing protein			AOBCEHNH_RS00250	948	315	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	56584	57849	+					rlmD		AOBCEHNH_RS00255	1266		old_locus_tag=JKKLCJKK_01395,OJIJPFFD_RS00255
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	56584	57849	+	WP_152062723.1	WP_152062723.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		AOBCEHNH_RS00255	1266	421	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	57947	59305	-							AOBCEHNH_RS00260	1359		old_locus_tag=JKKLCJKK_01396,OJIJPFFD_RS00260
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	57947	59305	-	WP_226803160.1	WP_226803160.1		hypothetical protein			AOBCEHNH_RS00260	1359	452	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	59447	60250	-							AOBCEHNH_RS00265	804		old_locus_tag=JKKLCJKK_01397,OJIJPFFD_RS00265
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	59447	60250	-	WP_152062724.1	WP_152062724.1		phosphatase			AOBCEHNH_RS00265	804	267	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	60415	61227	-							AOBCEHNH_RS00270	813		old_locus_tag=JKKLCJKK_01399,OJIJPFFD_RS00270
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	60415	61227	-	WP_226803161.1	WP_226803161.1		hypothetical protein			AOBCEHNH_RS00270	813	270	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	61511	63754	-					ftsH		AOBCEHNH_RS00275	2244		old_locus_tag=JKKLCJKK_01400,OJIJPFFD_RS00275
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	61511	63754	-	WP_152062726.1	WP_152062726.1		ATP-dependent zinc metalloprotease FtsH	ftsH		AOBCEHNH_RS00275	2244	747	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	63756	64304	-					hpt		AOBCEHNH_RS00280	549		old_locus_tag=JKKLCJKK_01401,OJIJPFFD_RS00280
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	63756	64304	-	WP_006723843.1	WP_006723843.1		hypoxanthine phosphoribosyltransferase	hpt		AOBCEHNH_RS00280	549	182	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	64362	65969	-					tilS		AOBCEHNH_RS00285	1608		old_locus_tag=JKKLCJKK_01402,OJIJPFFD_RS00285
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	64362	65969	-	WP_193221127.1	WP_193221127.1		tRNA lysidine(34) synthetase TilS	tilS		AOBCEHNH_RS00285	1608	535	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	66040	66924	+							AOBCEHNH_RS00290	885		old_locus_tag=JKKLCJKK_01403,OJIJPFFD_RS00290
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	66040	66924	+	WP_193221123.1	WP_193221123.1		MBL fold metallo-hydrolase			AOBCEHNH_RS00290	885	294	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	67082	67513	-							AOBCEHNH_RS00295	432		old_locus_tag=JKKLCJKK_01404,OJIJPFFD_RS00295
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	67082	67513	-	WP_118104086.1	WP_118104086.1		Hsp20 family protein			AOBCEHNH_RS00295	432	143	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	67705	68415	-							AOBCEHNH_RS00300	711		old_locus_tag=JKKLCJKK_01405,OJIJPFFD_RS00300
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	67705	68415	-	WP_006723856.1	WP_006723856.1		cytidylate kinase-like family protein			AOBCEHNH_RS00300	711	236	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	68534	69172	-							AOBCEHNH_RS00305	639		old_locus_tag=JKKLCJKK_01406,OJIJPFFD_RS00305
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	68534	69172	-	WP_152062728.1	WP_152062728.1		amino acid ABC transporter permease			AOBCEHNH_RS00305	639	212	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	69176	69961	-							AOBCEHNH_RS00310	786		old_locus_tag=JKKLCJKK_01407,OJIJPFFD_RS00310
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	69176	69961	-	WP_152062729.1	WP_152062729.1		amino acid ABC transporter permease			AOBCEHNH_RS00310	786	261	
gene	protein_coding	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	69962	70912	-							AOBCEHNH_RS00315	951		old_locus_tag=JKKLCJKK_01408,OJIJPFFD_RS00315
CDS	with_protein	GCF_902501455.1	Primary Assembly	unplaced scaffold		NZ_CABWIC010000001.1	69962	70912	-	WP_226803162.1	WP_226803162.1		transporter substrate-binding domain-containing protein			AOBCEHNH_RS00315	951	316	
