# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	6276	7151	-	WP_129422796.1	WP_129422796.1		nucleoside hydrolase			ET524_RS00030	876	291	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	7283	8299	+							ET524_RS00035	1017		old_locus_tag=ET524_00035
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	7283	8299	+	WP_161566566.1	WP_161566566.1		phosphotransferase			ET524_RS00035	1017	338	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	8365	9675	-							ET524_RS00040	1311		old_locus_tag=ET524_00040
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	8365	9675	-	WP_129422798.1	WP_129422798.1		CoA transferase			ET524_RS00040	1311	436	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	10049	11209	+							ET524_RS00045	1161		old_locus_tag=ET524_00045
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	10049	11209	+	WP_129422799.1	WP_129422799.1		acyl-CoA dehydrogenase family protein			ET524_RS00045	1161	386	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	11494	12765	+							ET524_RS00050	1272		old_locus_tag=ET524_00050
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	11494	12765	+	WP_236648217.1	WP_236648217.1		MFS transporter			ET524_RS00050	1272	423	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	12979	13899	+							ET524_RS00055	921		old_locus_tag=ET524_00055
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	12979	13899	+	WP_129422800.1	WP_129422800.1		LysR family transcriptional regulator			ET524_RS00055	921	306	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	13932	14594	+							ET524_RS00060	663		old_locus_tag=ET524_00060
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	13932	14594	+	WP_161566567.1	WP_161566567.1		methyltransferase domain-containing protein			ET524_RS00060	663	220	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	14808	15278	+							ET524_RS00065	471		old_locus_tag=ET524_00065
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	14808	15278	+	WP_129422802.1	WP_129422802.1		ribosome maturation factor RimP			ET524_RS00065	471	156	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	15308	16522	+					nusA		ET524_RS00070	1215		old_locus_tag=ET524_00070
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	15308	16522	+	WP_129422803.1	WP_129422803.1		transcription termination factor NusA	nusA		ET524_RS00070	1215	404	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	16537	16830	+							ET524_RS00075	294		old_locus_tag=ET524_00075
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	16537	16830	+	WP_129422804.1	WP_129422804.1		YlxR family protein			ET524_RS00075	294	97	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	16842	19592	+					infB		ET524_RS00080	2751		old_locus_tag=ET524_00080
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	16842	19592	+	WP_129422805.1	WP_129422805.1		translation initiation factor IF-2	infB		ET524_RS00080	2751	916	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	19856	20269	+					rbfA		ET524_RS00085	414		old_locus_tag=ET524_00085
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	19856	20269	+	WP_129422806.1	WP_129422806.1		30S ribosome-binding factor RbfA	rbfA		ET524_RS00085	414	137	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	20278	21276	+							ET524_RS00090	999		old_locus_tag=ET524_00090
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	20278	21276	+	WP_129422807.1	WP_129422807.1		DHH family phosphoesterase			ET524_RS00090	999	332	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	21273	22286	+					truB		ET524_RS00095	1014		old_locus_tag=ET524_00095
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	21273	22286	+	WP_129422808.1	WP_129422808.1		tRNA pseudouridine(55) synthase TruB	truB		ET524_RS00095	1014	337	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	22270	23193	+					ribF		ET524_RS00100	924		old_locus_tag=ET524_00100
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	22270	23193	+	WP_129422809.1	WP_129422809.1		riboflavin biosynthesis protein RibF	ribF		ET524_RS00100	924	307	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	23322	24677	-					gdhA		ET524_RS00105	1356		old_locus_tag=ET524_00105
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	23322	24677	-	WP_129422810.1	WP_129422810.1		NADP-specific glutamate dehydrogenase	gdhA		ET524_RS00105	1356	451	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	24923	26116	+							ET524_RS00110	1194		old_locus_tag=ET524_00110
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	24923	26116	+	WP_129422811.1	WP_129422811.1		MFS transporter			ET524_RS00110	1194	397	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	26230	28413	+							ET524_RS00115	2184		old_locus_tag=ET524_00115
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	26230	28413	+	WP_201738573.1	WP_201738573.1		UvrD-helicase domain-containing protein			ET524_RS00115	2184	727	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	28591	30510	+					uvrC		ET524_RS00120	1920		old_locus_tag=ET524_00120
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	28591	30510	+	WP_201738803.1	WP_201738803.1		excinuclease ABC subunit UvrC	uvrC		ET524_RS00120	1920	639	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	30510	31460	+					rapZ		ET524_RS00125	951		old_locus_tag=ET524_00125
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	30510	31460	+	WP_201738804.1	WP_201738804.1		RNase adapter RapZ	rapZ		ET524_RS00125	951	316	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	31470	32612	+							ET524_RS00130	1143		old_locus_tag=ET524_00130
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	31470	32612	+	WP_129422813.1	WP_129422813.1		YvcK family protein			ET524_RS00130	1143	380	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	32591	33520	+					whiA		ET524_RS00135	930		old_locus_tag=ET524_00135
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	32591	33520	+	WP_129422814.1	WP_129422814.1		DNA-binding protein WhiA	whiA		ET524_RS00135	930	309	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	33655	34656	+					gap		ET524_RS00140	1002		old_locus_tag=ET524_00140
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	33655	34656	+	WP_129422815.1	WP_129422815.1		type I glyceraldehyde-3-phosphate dehydrogenase	gap		ET524_RS00140	1002	333	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	34714	35901	+							ET524_RS00145	1188		old_locus_tag=ET524_00145
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	34714	35901	+	WP_129422816.1	WP_129422816.1		phosphoglycerate kinase			ET524_RS00145	1188	395	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	35996	36766	+					tpiA		ET524_RS00150	771		old_locus_tag=ET524_00150
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	35996	36766	+	WP_129422817.1	WP_129422817.1		triose-phosphate isomerase	tpiA		ET524_RS00150	771	256	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	36766	38325	+					gpmI		ET524_RS00155	1560		old_locus_tag=ET524_00155
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	36766	38325	+	WP_129422818.1	WP_129422818.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI		ET524_RS00155	1560	519	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	38458	38715	+					secG		ET524_RS00160	258		old_locus_tag=ET524_00160
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	38458	38715	+	WP_129422819.1	WP_129422819.1		preprotein translocase subunit SecG	secG		ET524_RS00160	258	85	
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	38793	38881	+							ET524_RS00165	89		old_locus_tag=ET524_00165
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	38793	38881	+				tRNA-Leu			ET524_RS00165	89		anticodon=GAG
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39438	39512	+							ET524_RS00170	75		old_locus_tag=ET524_00170
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39438	39512	+				tRNA-Val			ET524_RS00170	75		anticodon=GAC
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39642	39717	+							ET524_RS00175	76		old_locus_tag=ET524_00175
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39642	39717	+				tRNA-Gly			ET524_RS00175	76		anticodon=GCC
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39780	39853	+							ET524_RS00180	74		old_locus_tag=ET524_00180
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39780	39853	+				tRNA-Cys			ET524_RS00180	74		anticodon=GCA
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39880	39955	+							ET524_RS00185	76		old_locus_tag=ET524_00185
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	39880	39955	+				tRNA-Gly			ET524_RS00185	76		anticodon=GCC
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	40194	43070	+					uvrA		ET524_RS00190	2877		old_locus_tag=ET524_00190
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	40194	43070	+	WP_129422820.1	WP_129422820.1		excinuclease ABC subunit UvrA	uvrA		ET524_RS00190	2877	958	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	43159	44730	+							ET524_RS00195	1572		old_locus_tag=ET524_00195
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	43159	44730	+	WP_201738574.1	WP_201738574.1		GNAT family N-acetyltransferase			ET524_RS00195	1572	523	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	44859	45392	+							ET524_RS00200	534		old_locus_tag=ET524_00200
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	44859	45392	+	WP_201738575.1	WP_201738575.1		GNAT family N-acetyltransferase			ET524_RS00200	534	177	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	45477	46613	+							ET524_RS00205	1137		old_locus_tag=ET524_00205
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	45477	46613	+	WP_129422821.1	WP_129422821.1		hypothetical protein			ET524_RS00205	1137	378	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	47184	47786	+							ET524_RS00210	603		old_locus_tag=ET524_00210
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	47184	47786	+	WP_129422822.1	WP_129422822.1		molybdopterin oxidoreductase			ET524_RS00210	603	200	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	47835	50393	+							ET524_RS00215	2559		old_locus_tag=ET524_00215
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	47835	50393	+	WP_129422823.1	WP_129422823.1		molybdopterin-dependent oxidoreductase			ET524_RS00215	2559	852	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	50406	51344	+							ET524_RS00220	939		old_locus_tag=ET524_00220
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	50406	51344	+	WP_129422824.1	WP_129422824.1		4Fe-4S binding protein			ET524_RS00220	939	312	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	51344	52108	+							ET524_RS00225	765		old_locus_tag=ET524_00225
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	51344	52108	+	WP_129422825.1	WP_129422825.1		cytochrome b/b6 domain-containing protein			ET524_RS00225	765	254	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	52399	53316	+							ET524_RS00230	918		old_locus_tag=ET524_00230
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	52399	53316	+	WP_129422826.1	WP_129422826.1		formate dehydrogenase accessory protein FdhE			ET524_RS00230	918	305	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	53654	53914	+					tatA		ET524_RS00235	261		old_locus_tag=ET524_00235
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	53654	53914	+	WP_129422827.1	WP_129422827.1		twin-arginine translocase TatA/TatE family subunit	tatA		ET524_RS00235	261	86	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	54166	55581	+							ET524_RS00240	1416		old_locus_tag=ET524_00240
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	54166	55581	+	WP_236648218.1	WP_236648218.1		LuxR family transcriptional regulator			ET524_RS00240	1416	471	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	55608	56537	+					murB		ET524_RS00245	930		old_locus_tag=ET524_00245
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	55608	56537	+	WP_129422829.1	WP_129422829.1		UDP-N-acetylmuramate dehydrogenase	murB		ET524_RS00245	930	309	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	56595	57695	+							ET524_RS00250	1101		old_locus_tag=ET524_00250
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	56595	57695	+	WP_129422830.1	WP_129422830.1		nucleoid-associated protein			ET524_RS00250	1101	366	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	57827	59611	-							ET524_RS00255	1785		old_locus_tag=ET524_00255
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	57827	59611	-	WP_129422831.1	WP_129422831.1		ABC transporter ATP-binding protein			ET524_RS00255	1785	594	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	59619	61784	-							ET524_RS00260	2166		old_locus_tag=ET524_00260
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	59619	61784	-	WP_129422832.1	WP_129422832.1		AAA family ATPase			ET524_RS00260	2166	721	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	61879	63795	-							ET524_RS00265	1917		old_locus_tag=ET524_00265
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	61879	63795	-	WP_129422833.1	WP_129422833.1		heavy metal translocating P-type ATPase			ET524_RS00265	1917	638	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	63866	64084	-							ET524_RS00270	219		old_locus_tag=ET524_00270
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	63866	64084	-	WP_129422834.1	WP_129422834.1		cation transporter			ET524_RS00270	219	72	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	64141	64425	-							ET524_RS00275	285		old_locus_tag=ET524_00275
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	64141	64425	-	WP_236648315.1	WP_236648315.1		metalloregulator ArsR/SmtB family transcription factor			ET524_RS00275	285	94	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	64970	65716	+							ET524_RS00280	747		old_locus_tag=ET524_00280
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	64970	65716	+	WP_129422836.1	WP_129422836.1		4Fe-4S binding protein			ET524_RS00280	747	248	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	66003	66335	+							ET524_RS00285	333		old_locus_tag=ET524_00285
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	66003	66335	+	WP_129422837.1	WP_129422837.1		metal-sensing transcriptional repressor			ET524_RS00285	333	110	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	66354	68972	+							ET524_RS00290	2619		old_locus_tag=ET524_00290
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	66354	68972	+	WP_129422838.1	WP_129422838.1		heavy metal translocating P-type ATPase			ET524_RS00290	2619	872	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	69083	70210	-							ET524_RS00295	1128		old_locus_tag=ET524_00295
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	69083	70210	-	WP_129422839.1	WP_129422839.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			ET524_RS00295	1128	375	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	70359	71657	+					dinB		ET524_RS00300	1299		old_locus_tag=ET524_00300
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	70359	71657	+	WP_129422840.1	WP_129422840.1		DNA polymerase IV	dinB		ET524_RS00300	1299	432	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	71681	72649	-							ET524_RS00305	969		old_locus_tag=ET524_00305
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	71681	72649	-	WP_129422841.1	WP_129422841.1		LuxR C-terminal-related transcriptional regulator			ET524_RS00305	969	322	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	72943	74529	+							ET524_RS00310	1587		old_locus_tag=ET524_00310
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	72943	74529	+	WP_129422842.1	WP_129422842.1		YfcC family protein			ET524_RS00310	1587	528	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	74890	75777	-							ET524_RS00315	888		old_locus_tag=ET524_00315
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	74890	75777	-	WP_129422843.1	WP_129422843.1		DegV family protein			ET524_RS00315	888	295	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	76146	78992	+					ileS		ET524_RS00320	2847		old_locus_tag=ET524_00320
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	76146	78992	+	WP_129422844.1	WP_129422844.1		isoleucine--tRNA ligase	ileS		ET524_RS00320	2847	948	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	78996	79571	+					lspA		ET524_RS00325	576		old_locus_tag=ET524_00325
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	78996	79571	+	WP_201738576.1	WP_201738576.1		signal peptidase II	lspA		ET524_RS00325	576	191	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	79572	80639	+							ET524_RS00330	1068		old_locus_tag=ET524_00330
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	79572	80639	+	WP_129422845.1	WP_129422845.1		RluA family pseudouridine synthase			ET524_RS00330	1068	355	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	80731	81750	+					hemH		ET524_RS00335	1020		old_locus_tag=ET524_00335
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	80731	81750	+	WP_129422846.1	WP_129422846.1		ferrochelatase	hemH		ET524_RS00335	1020	339	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	81761	82969	+					coaBC		ET524_RS00340	1209		old_locus_tag=ET524_00340
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	81761	82969	+	WP_129422847.1	WP_129422847.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		ET524_RS00340	1209	402	
gene	tRNA	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	83084	83160	+							ET524_RS00345	77		old_locus_tag=ET524_00345
tRNA		GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	83084	83160	+				tRNA-Pro			ET524_RS00345	77		anticodon=GGG
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	83634	84449	+							ET524_RS00350	816		old_locus_tag=ET524_00350
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	83634	84449	+	WP_129422848.1	WP_129422848.1		ABC transporter substrate-binding protein			ET524_RS00350	816	271	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	84442	86607	+							ET524_RS00355	2166		old_locus_tag=ET524_00355
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	84442	86607	+	WP_129422849.1	WP_129422849.1		ATP-binding protein			ET524_RS00355	2166	721	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	86645	86935	+							ET524_RS00360	291		old_locus_tag=ET524_00360
CDS	with_protein	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	86645	86935	+	WP_129422850.1	WP_129422850.1		hypothetical protein			ET524_RS00360	291	96	
gene	protein_coding	GCF_004135645.1	Primary Assembly	unplaced scaffold		NZ_SDPW01000001.1	87300	89219	+							ET524_RS00365	1920		old_locus_tag=ET524_00365
