## Mon Oct 10 06:51:57 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_102337229.1	445975.COLSTE_00228	1.9e-217	612.0	COG0498@1|root,COG0498@2|Bacteria,2GIRY@201174|Actinobacteria,4CV2R@84998|Coriobacteriia	84998|Coriobacteriia	E	Threonine synthase	thrC	-	4.2.3.1	ko:K01733	ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230	M00018	R01466,R05086	RC00017,RC00526	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP,Thr_synth_N
WP_102337230.1	521003.COLINT_03393	3.73e-75	232.0	COG0237@1|root,COG0237@2|Bacteria,2GN96@201174|Actinobacteria,4CUGR@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A	coaE	-	2.7.1.24	ko:K00859	ko00770,ko01100,map00770,map01100	M00120	R00130	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CoaE
WP_102337231.1	445975.COLSTE_02535	1.95e-100	295.0	COG0741@1|root,COG0741@2|Bacteria,2GWDB@201174|Actinobacteria,4CVVB@84998|Coriobacteriia	84998|Coriobacteriia	M	Transglycosylase SLT domain	-	-	-	ko:K08309	-	-	-	-	ko00000,ko01000,ko01011	-	GH23	-	SLT
WP_102337232.1	445975.COLSTE_02534	0.0	1319.0	COG0556@1|root,COG0556@2|Bacteria,2GJ03@201174|Actinobacteria,4CUKH@84998|Coriobacteriia	84998|Coriobacteriia	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
WP_102337233.1	445975.COLSTE_02532	1.31e-280	780.0	COG2509@1|root,COG2509@2|Bacteria,2HUF4@201174|Actinobacteria,4CUDM@84998|Coriobacteriia	84998|Coriobacteriia	S	FAD dependent oxidoreductase	-	-	-	ko:K07137	-	-	-	-	ko00000	-	-	-	FAD_binding_2,NAD_binding_8,Pyr_redox_2
WP_102337235.1	521003.COLINT_02761	1.51e-185	528.0	COG0477@1|root,COG2814@2|Bacteria,2GK8C@201174|Actinobacteria,4CVNW@84998|Coriobacteriia	84998|Coriobacteriia	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_102337236.1	445975.COLSTE_02384	0.0	989.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4CUB8@84998|Coriobacteriia	84998|Coriobacteriia	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	cadA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
WP_102337237.1	742742.HMPREF9452_00063	6.48e-32	112.0	COG2608@1|root,COG2608@2|Bacteria,2HV8X@201174|Actinobacteria,4CWHJ@84998|Coriobacteriia	84998|Coriobacteriia	C	Heavy-metal-associated domain	-	-	-	-	-	-	-	-	-	-	-	-	HMA
WP_102337238.1	445975.COLSTE_02382	4.18e-53	169.0	COG0640@1|root,COG0640@2|Bacteria,2GUDD@201174|Actinobacteria,4CW8F@84998|Coriobacteriia	84998|Coriobacteriia	K	PFAM Bacterial regulatory protein, arsR family	-	-	-	ko:K21903	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
WP_102337239.1	521003.COLINT_02747	8.32e-208	577.0	COG0847@1|root,COG0847@2|Bacteria,2IC59@201174|Actinobacteria,4CV06@84998|Coriobacteriia	84998|Coriobacteriia	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_102337240.1	742742.HMPREF9452_00082	2.15e-114	345.0	2C6CR@1|root,2Z7X4@2|Bacteria,2GZY4@201174|Actinobacteria,4CUBX@84998|Coriobacteriia	84998|Coriobacteriia	S	Putative, 10TM heavy-metal exporter	-	-	-	ko:K07089	-	-	-	-	ko00000	-	-	-	ArsP_2
WP_102337241.1	445975.COLSTE_02377	1.17e-99	292.0	COG1671@1|root,COG1671@2|Bacteria,2HT7E@201174|Actinobacteria,4CVRN@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the UPF0178 family	-	-	-	ko:K09768	-	-	-	-	ko00000	-	-	-	2_5_RNA_ligase2,DUF188
WP_102337242.1	1121115.AXVN01000048_gene1292	4.3e-203	566.0	COG1363@1|root,COG1363@2|Bacteria,1TQ86@1239|Firmicutes,25CDF@186801|Clostridia,3XYZU@572511|Blautia	186801|Clostridia	G	M42 glutamyl aminopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M42
WP_102337243.1	661087.HMPREF1008_01422	4.37e-50	171.0	COG0572@1|root,COG0572@2|Bacteria,2I9H4@201174|Actinobacteria	201174|Actinobacteria	F	Fructose transport system kinase	-	-	-	-	-	-	-	-	-	-	-	-	AAA_18,AAA_30,PRK
WP_102337244.1	1235794.C811_01744	5.89e-159	467.0	COG0488@1|root,COG0488@2|Bacteria,2GKZC@201174|Actinobacteria,4CUWH@84998|Coriobacteriia	84998|Coriobacteriia	S	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
WP_102337245.1	445975.COLSTE_02475	0.0	1425.0	COG1328@1|root,COG1328@2|Bacteria,2GMGA@201174|Actinobacteria,4CV2P@84998|Coriobacteriia	84998|Coriobacteriia	F	anaerobic ribonucleoside-triphosphate reductase	nrdD	-	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-cone,NRDD
WP_102337246.1	661087.HMPREF1008_00913	1.73e-40	135.0	29497@1|root,2ZRPE@2|Bacteria,2HV8F@201174|Actinobacteria,4CWGV@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
WP_102337248.1	445975.COLSTE_02473	2.7e-120	345.0	COG0602@1|root,COG0602@2|Bacteria,2H0HA@201174|Actinobacteria,4CVKW@84998|Coriobacteriia	84998|Coriobacteriia	C	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	nrdG	-	1.97.1.4	ko:K04068	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4_12
WP_102337249.1	521003.COLINT_03450	1.67e-103	302.0	COG0302@1|root,COG0302@2|Bacteria,2GP2P@201174|Actinobacteria,4CUPM@84998|Coriobacteriia	84998|Coriobacteriia	H	GTP cyclohydrolase	folE	-	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_cyclohydroI
WP_102337250.1	521003.COLINT_03451	2.52e-77	244.0	COG0340@1|root,COG0340@2|Bacteria,2HUWX@201174|Actinobacteria,4CVWR@84998|Coriobacteriia	84998|Coriobacteriia	H	Biotin/lipoate A/B protein ligase family	-	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB
WP_102337251.1	521003.COLINT_03452	5.81e-294	807.0	COG5016@1|root,COG5016@2|Bacteria,2IASR@201174|Actinobacteria,4CYFY@84998|Coriobacteriia	84998|Coriobacteriia	C	Conserved carboxylase domain	-	-	-	-	-	-	-	-	-	-	-	-	HMGL-like,PYC_OADA
WP_102337252.1	445975.COLSTE_02461	7.58e-234	647.0	COG1883@1|root,COG1883@2|Bacteria,2IF5V@201174|Actinobacteria,4CVDA@84998|Coriobacteriia	84998|Coriobacteriia	C	Na+-transporting oxaloacetate decarboxylase beta subunit	-	-	-	-	-	-	-	-	-	-	-	-	OAD_beta
WP_102337253.1	445975.COLSTE_02460	1.05e-32	117.0	COG4770@1|root,COG4770@2|Bacteria,2GYQD@201174|Actinobacteria	201174|Actinobacteria	I	Biotin-requiring enzyme	-	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl
WP_102337254.1	521003.COLINT_03457	4.04e-65	204.0	COG1418@1|root,COG1418@2|Bacteria,2HV26@201174|Actinobacteria,4CW6K@84998|Coriobacteriia	84998|Coriobacteriia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	HD
WP_102337255.1	445975.COLSTE_02457	4.87e-91	268.0	COG1539@1|root,COG1539@2|Bacteria,2HV1N@201174|Actinobacteria,4CW5H@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folB	-	1.13.11.81,4.1.2.25,5.1.99.8	ko:K01633	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
WP_102337257.1	445975.COLSTE_02448	3.3e-17	81.3	2B2D4@1|root,31UXN@2|Bacteria,2HWBI@201174|Actinobacteria,4CY7N@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_102337258.1	1118060.CAGZ01000033_gene1440	3.44e-45	146.0	COG3655@1|root,COG3655@2|Bacteria,2GQZM@201174|Actinobacteria,4CWJ1@84998|Coriobacteriia	84998|Coriobacteriia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	ko:K07727	-	-	-	-	ko00000,ko03000	-	-	-	HTH_26
WP_102337260.1	521003.COLINT_01959	4.75e-115	335.0	COG3619@1|root,COG3619@2|Bacteria,2GS02@201174|Actinobacteria,4CVA8@84998|Coriobacteriia	84998|Coriobacteriia	S	Protein of unknown function (DUF1275)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1275
WP_102337262.1	521003.COLINT_01960	3.9e-194	549.0	COG0482@1|root,COG0482@2|Bacteria,2GIUQ@201174|Actinobacteria,4CU8F@84998|Coriobacteriia	84998|Coriobacteriia	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	mnmA	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
WP_102337263.1	742742.HMPREF9452_01520	3.41e-69	212.0	COG1959@1|root,COG1959@2|Bacteria,2INF3@201174|Actinobacteria,4CW6P@84998|Coriobacteriia	84998|Coriobacteriia	K	transcriptional regulator, Rrf2 family	-	-	-	ko:K13643	-	-	-	-	ko00000,ko03000	-	-	-	Rrf2
WP_102337264.1	445975.COLSTE_02426	1.29e-56	178.0	COG1950@1|root,COG1950@2|Bacteria,2HV6Z@201174|Actinobacteria,4CWF2@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM Membrane protein of	-	-	-	ko:K08972	-	-	-	-	ko00000	-	-	-	Phage_holin_4_2
WP_102337266.1	445975.COLSTE_02419	0.0	1536.0	COG1074@1|root,COG1074@2|Bacteria,2GNKH@201174|Actinobacteria,4CUMP@84998|Coriobacteriia	84998|Coriobacteriia	L	Belongs to the helicase family. UvrD subfamily	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_102337267.1	521003.COLINT_01974	0.0	2391.0	COG0587@1|root,COG0587@2|Bacteria,2GJ1P@201174|Actinobacteria,4CV21@84998|Coriobacteriia	84998|Coriobacteriia	L	DNA polymerase III alpha subunit	-	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
WP_102337268.1	445975.COLSTE_02415	2.37e-79	236.0	COG2033@1|root,COG2033@2|Bacteria,2HV1S@201174|Actinobacteria,4CW5V@84998|Coriobacteriia	84998|Coriobacteriia	C	Psort location Cytoplasmic, score	-	-	1.15.1.2	ko:K05919	-	-	-	-	ko00000,ko01000	-	-	-	Desulfoferrod_N,Desulfoferrodox
WP_102337269.1	445975.COLSTE_02414	9.3e-263	744.0	COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,2GK2C@201174|Actinobacteria,4CVBC@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	-	-	6.3.5.1	ko:K01950	ko00760,ko01100,map00760,map01100	M00115	R00257	RC00010,RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase,NAD_synthase
WP_102337270.1	445975.COLSTE_02413	1.34e-115	332.0	COG0817@1|root,COG0817@2|Bacteria,2GJI5@201174|Actinobacteria,4CVR2@84998|Coriobacteriia	84998|Coriobacteriia	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	-	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
WP_102337271.1	445975.COLSTE_02412	5.33e-102	300.0	COG0632@1|root,COG0632@2|Bacteria,2GN17@201174|Actinobacteria,4CVUX@84998|Coriobacteriia	84998|Coriobacteriia	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
WP_102337272.1	445975.COLSTE_02411	1.39e-237	655.0	COG2255@1|root,COG2255@2|Bacteria,2GJZF@201174|Actinobacteria,4CUPG@84998|Coriobacteriia	84998|Coriobacteriia	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
WP_102337273.1	445975.COLSTE_02400	0.0	1021.0	COG2759@1|root,COG2759@2|Bacteria,2GT0X@201174|Actinobacteria,4CUYS@84998|Coriobacteriia	84998|Coriobacteriia	H	Belongs to the formate--tetrahydrofolate ligase family	fhs	-	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
WP_102337274.1	445975.COLSTE_02399	2.67e-175	492.0	COG0190@1|root,COG0190@2|Bacteria,2GJZS@201174|Actinobacteria,4CV1K@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	-	1.5.1.5,3.5.4.9	ko:K01491	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R01220,R01655	RC00202,RC00578	ko00000,ko00001,ko00002,ko01000	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
WP_102337275.1	1232436.CAPF01000032_gene1430	5.54e-39	130.0	COG1278@1|root,COG1278@2|Bacteria,2GQRU@201174|Actinobacteria,4CWDJ@84998|Coriobacteriia	84998|Coriobacteriia	K	'Cold-shock' DNA-binding domain	-	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
WP_102337276.1	445975.COLSTE_02396	0.0	946.0	COG0661@1|root,COG0661@2|Bacteria,2GJQ6@201174|Actinobacteria,4CUGI@84998|Coriobacteriia	84998|Coriobacteriia	S	unusual protein kinase	-	-	-	ko:K03688	-	-	-	-	ko00000	-	-	-	ABC1
WP_102337277.1	521003.COLINT_01996	1.29e-133	387.0	COG0500@1|root,COG2226@2|Bacteria,2HCAN@201174|Actinobacteria,4CXRG@84998|Coriobacteriia	84998|Coriobacteriia	Q	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
WP_102337278.1	445975.COLSTE_02394	6.61e-86	257.0	COG0454@1|root,COG0456@2|Bacteria,2INFY@201174|Actinobacteria,4CWE2@84998|Coriobacteriia	84998|Coriobacteriia	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
WP_102337279.1	742742.HMPREF9452_01605	0.0	1228.0	COG0143@1|root,COG0143@2|Bacteria,2GK4S@201174|Actinobacteria,4CV8K@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the class-I aminoacyl-tRNA synthetase family	-	-	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1g
WP_102337281.1	445975.COLSTE_02390	1.38e-117	339.0	COG1636@1|root,COG1636@2|Bacteria,2HUPA@201174|Actinobacteria,4CVA0@84998|Coriobacteriia	84998|Coriobacteriia	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queH	-	1.17.99.6	ko:K09765	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DUF208
WP_102337282.1	445975.COLSTE_00723	7.6e-184	513.0	COG1028@1|root,COG1028@2|Bacteria,2GVVR@201174|Actinobacteria,4CV69@84998|Coriobacteriia	84998|Coriobacteriia	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
WP_102337283.1	445975.COLSTE_00720	5.76e-99	315.0	COG1196@1|root,COG1196@2|Bacteria,2HUQC@201174|Actinobacteria,4CVDB@84998|Coriobacteriia	84998|Coriobacteriia	D	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_102337284.1	445975.COLSTE_00726	1.22e-274	751.0	COG0343@1|root,COG0343@2|Bacteria,2GMWY@201174|Actinobacteria,4CU96@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	-	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
WP_102337285.1	521003.COLINT_02658	4.17e-115	337.0	COG0561@1|root,COG0561@2|Bacteria,2GNWG@201174|Actinobacteria,4CVUE@84998|Coriobacteriia	84998|Coriobacteriia	S	Cof-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
WP_102337286.1	445975.COLSTE_01400	2.21e-150	436.0	COG0673@1|root,COG0673@2|Bacteria,2IIQ1@201174|Actinobacteria,4CV03@84998|Coriobacteriia	84998|Coriobacteriia	S	Oxidoreductase NAD-binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA
WP_102337287.1	445975.COLSTE_01401	2.01e-98	288.0	COG0328@1|root,COG0328@2|Bacteria,2GK53@201174|Actinobacteria,4CVQQ@84998|Coriobacteriia	84998|Coriobacteriia	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhA	-	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_H
WP_102337288.1	445975.COLSTE_01407	5.7e-184	514.0	COG0648@1|root,COG0648@2|Bacteria,2GJJQ@201174|Actinobacteria,4CU8A@84998|Coriobacteriia	84998|Coriobacteriia	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
