## Mon Oct 10 06:49:07 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dmqw6ljh --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dmqw6ljh --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dmqw6ljh/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_006722384.1	521003.COLINT_02136	0.0	966.0	COG4868@1|root,COG4868@2|Bacteria,2GNQZ@201174|Actinobacteria,4CUAP@84998|Coriobacteriia	84998|Coriobacteriia	L	Domain of unknown function (DUF1846)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1846
WP_006722386.1	521003.COLINT_02138	8.29e-100	289.0	COG2001@1|root,COG2001@2|Bacteria,2IHUB@201174|Actinobacteria,4CW7N@84998|Coriobacteriia	84998|Coriobacteriia	K	Belongs to the MraZ family	mraZ	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
WP_006722396.1	521003.COLINT_02148	1.27e-218	603.0	COG0812@1|root,COG0812@2|Bacteria,2GIV2@201174|Actinobacteria,4CUCU@84998|Coriobacteriia	84998|Coriobacteriia	M	Cell wall formation	murB_1	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
WP_006722406.1	521003.COLINT_02158	1.29e-193	536.0	COG1117@1|root,COG1117@2|Bacteria,2GJQ3@201174|Actinobacteria,4CVB4@84998|Coriobacteriia	84998|Coriobacteriia	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	-	-	3.6.3.27	ko:K02036	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7	-	-	ABC_tran
WP_006722407.1	521003.COLINT_02159	3.14e-189	526.0	COG0704@1|root,COG0704@2|Bacteria,2HVNB@201174|Actinobacteria,4CX53@84998|Coriobacteriia	84998|Coriobacteriia	P	Psort location Cytoplasmic, score 9.98	-	-	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
WP_006722409.1	521003.COLINT_02161	3.53e-169	473.0	COG1799@1|root,COG1799@2|Bacteria,2HTMM@201174|Actinobacteria,4CW4B@84998|Coriobacteriia	84998|Coriobacteriia	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	-	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
WP_006722410.1	521003.COLINT_02162	2.39e-55	172.0	COG0762@1|root,COG0762@2|Bacteria,2HV8G@201174|Actinobacteria,4CWGW@84998|Coriobacteriia	84998|Coriobacteriia	S	YGGT family	-	-	-	ko:K02221	-	-	-	-	ko00000,ko02044	-	-	-	YGGT
WP_006722411.1	521003.COLINT_02163	1.38e-112	327.0	COG3599@1|root,COG3599@2|Bacteria,2HUP3@201174|Actinobacteria,4CV9A@84998|Coriobacteriia	84998|Coriobacteriia	D	DivIVA domain protein	-	-	-	ko:K04074	-	-	-	-	ko00000,ko03036	-	-	-	DivIVA
WP_006722416.1	521003.COLINT_02169	1.15e-146	413.0	COG1739@1|root,COG1739@2|Bacteria,2GMM4@201174|Actinobacteria,4CVI5@84998|Coriobacteriia	84998|Coriobacteriia	S	YigZ family	-	-	-	-	-	-	-	-	-	-	-	-	DUF1949,UPF0029
WP_006722431.1	521003.COLINT_02184	1.16e-265	727.0	COG3842@1|root,COG3842@2|Bacteria,2H2JF@201174|Actinobacteria,4CU9K@84998|Coriobacteriia	84998|Coriobacteriia	E	ABC transporter	-	-	3.6.3.29	ko:K02017	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.8	-	-	ABC_tran
WP_006722433.1	521003.COLINT_02188	0.0	917.0	COG0334@1|root,COG0334@2|Bacteria,2GKXG@201174|Actinobacteria,4CUBQ@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the Glu Leu Phe Val dehydrogenases family	-	-	1.4.1.4	ko:K00262	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100	-	R00248	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
WP_006722436.1	521003.COLINT_02192	2.72e-142	402.0	COG0740@1|root,COG0740@2|Bacteria,2GKNK@201174|Actinobacteria,4CUGY@84998|Coriobacteriia	84998|Coriobacteriia	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
WP_006722445.1	521003.COLINT_02201	1.03e-79	238.0	COG1933@1|root,COG1933@2|Bacteria,2GU4W@201174|Actinobacteria,4CVSK@84998|Coriobacteriia	84998|Coriobacteriia	L	Double zinc ribbon	-	-	-	-	-	-	-	-	-	-	-	-	DZR,PLDc_N,zinc_ribbon_2
WP_006722448.1	521003.COLINT_02204	2.91e-72	217.0	COG2005@1|root,COG2005@2|Bacteria,2HTT7@201174|Actinobacteria,4CW88@84998|Coriobacteriia	84998|Coriobacteriia	S	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	ko:K02019	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1
WP_006722450.1	521003.COLINT_02206	0.0	1013.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,2GITZ@201174|Actinobacteria,4CUR6@84998|Coriobacteriia	84998|Coriobacteriia	C	PFAM IMP dehydrogenase GMP reductase	-	-	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
WP_006722460.1	521003.COLINT_02216	3.95e-93	272.0	COG0858@1|root,COG0858@2|Bacteria,2HV01@201174|Actinobacteria,4CW2Y@84998|Coriobacteriia	84998|Coriobacteriia	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
WP_006722465.1	521003.COLINT_02221	1.91e-284	781.0	COG0568@1|root,COG0568@2|Bacteria,2GK3Z@201174|Actinobacteria,4CV1T@84998|Coriobacteriia	84998|Coriobacteriia	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth	sigA	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
WP_006722469.1	521003.COLINT_02226	2.54e-132	375.0	COG2065@1|root,COG2065@2|Bacteria,2GJNP@201174|Actinobacteria,4CUFE@84998|Coriobacteriia	84998|Coriobacteriia	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	pyrR	-	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
WP_006722476.1	521003.COLINT_02233	1.94e-129	368.0	COG0194@1|root,COG0194@2|Bacteria,2GK2M@201174|Actinobacteria,4CVKY@84998|Coriobacteriia	84998|Coriobacteriia	F	Essential for recycling GMP and indirectly, cGMP	gmk	-	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
WP_006722489.1	521003.COLINT_02246	1.27e-311	848.0	COG1215@1|root,COG1215@2|Bacteria,2HUKY@201174|Actinobacteria,4CV2T@84998|Coriobacteriia	84998|Coriobacteriia	M	PFAM Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_tranf_2_3
WP_006722492.1	521003.COLINT_02249	7.57e-307	835.0	COG0232@1|root,COG0232@2|Bacteria,2GJ8F@201174|Actinobacteria,4CUNA@84998|Coriobacteriia	84998|Coriobacteriia	F	Deoxyguanosinetriphosphate triphosphohydrolase	-	-	3.1.5.1	ko:K01129	ko00230,map00230	-	R01856	RC00017	ko00000,ko00001,ko01000	-	-	-	HD,HD_assoc
WP_006722499.1	521003.COLINT_02256	1.97e-97	283.0	COG0816@1|root,COG0816@2|Bacteria,2HGE5@201174|Actinobacteria,4CW3E@84998|Coriobacteriia	84998|Coriobacteriia	L	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	-	-	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
WP_006722502.1	521003.COLINT_02259	5.67e-123	350.0	COG0703@1|root,COG0703@2|Bacteria,2GRFW@201174|Actinobacteria,4CVQ8@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	aroK	-	2.7.1.71	ko:K00891	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	SKI
WP_006722505.1	521003.COLINT_02262	3.13e-134	380.0	COG0231@1|root,COG0231@2|Bacteria,2GJMS@201174|Actinobacteria,4CV48@84998|Coriobacteriia	84998|Coriobacteriia	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase	efp	-	-	ko:K02356	-	-	-	-	ko00000,ko03012	-	-	-	EFP,EFP_N,Elong-fact-P_C
WP_006722507.1	521003.COLINT_02264	6.35e-146	412.0	COG0781@1|root,COG0781@2|Bacteria,2IM3D@201174|Actinobacteria,4CWB5@84998|Coriobacteriia	84998|Coriobacteriia	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
WP_006722528.1	521003.COLINT_02284	2.48e-57	177.0	COG2161@1|root,COG2161@2|Bacteria,2HVAK@201174|Actinobacteria,4CWJU@84998|Coriobacteriia	84998|Coriobacteriia	D	Antitoxin component of a toxin-antitoxin (TA) module	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
WP_006722612.1	521003.COLINT_02368	4.52e-239	658.0	COG1077@1|root,COG1077@2|Bacteria,2GMD1@201174|Actinobacteria,4CU7F@84998|Coriobacteriia	84998|Coriobacteriia	D	Cell shape determining protein, MreB Mrl family	-	-	-	ko:K03569	-	-	-	-	ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1	-	-	MreB_Mbl
WP_006722622.1	521003.COLINT_02377	1.95e-54	170.0	COG0211@1|root,COG0211@2|Bacteria,2IQDI@201174|Actinobacteria,4CW85@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	-	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27
WP_006722631.1	521003.COLINT_02386	1.3e-52	168.0	COG0228@1|root,COG0228@2|Bacteria,2IKU0@201174|Actinobacteria,4CWB2@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bS16 family	rpsP	-	-	ko:K02959	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S16
WP_006722632.1	521003.COLINT_02387	6.07e-60	185.0	COG1837@1|root,COG1837@2|Bacteria,2HV4B@201174|Actinobacteria,4CWA3@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the UPF0109 family	-	-	-	ko:K06960	-	-	-	-	ko00000	-	-	-	KH_4
WP_006722646.1	521003.COLINT_02401	8.3e-142	401.0	COG0558@1|root,COG0558@2|Bacteria,2GK5D@201174|Actinobacteria,4CUVW@84998|Coriobacteriia	84998|Coriobacteriia	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	2.7.8.5	ko:K00995	ko00564,ko01100,map00564,map01100	-	R01801	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
WP_006722649.1	521003.COLINT_02403	1.09e-253	697.0	COG0468@1|root,COG0468@2|Bacteria,2GJ4P@201174|Actinobacteria,4CUYM@84998|Coriobacteriia	84998|Coriobacteriia	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	-	-	ko:K03553	ko03440,map03440	M00729	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	RecA
WP_006722651.1	521003.COLINT_02406	2.07e-293	810.0	COG1418@1|root,COG1418@2|Bacteria,2I9DW@201174|Actinobacteria,4CURU@84998|Coriobacteriia	84998|Coriobacteriia	NU	Endoribonuclease that initiates mRNA decay	rny	-	-	ko:K18682	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	DUF3552,HD,KH_1
WP_006722652.1	521003.COLINT_02407	1.76e-257	706.0	COG0323@1|root,COG0323@2|Bacteria,2H8CS@201174|Actinobacteria,4CUJV@84998|Coriobacteriia	84998|Coriobacteriia	L	histidine kinase DNA gyrase B	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HATPase_c_3
WP_006722658.1	521003.COLINT_02413	6.92e-101	293.0	COG1388@1|root,COG1388@2|Bacteria,2GWI9@201174|Actinobacteria,4CY8U@84998|Coriobacteriia	84998|Coriobacteriia	M	Lysin motif	-	-	-	-	-	-	-	-	-	-	-	-	LysM
WP_006722661.1	521003.COLINT_02416	2.66e-290	795.0	COG2252@1|root,COG2252@2|Bacteria,2GKYD@201174|Actinobacteria,4CUN6@84998|Coriobacteriia	84998|Coriobacteriia	S	permease	-	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
WP_006722665.1	521003.COLINT_02420	1.19e-124	355.0	COG0503@1|root,COG0503@2|Bacteria,2IM7C@201174|Actinobacteria,4CVSW@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	-	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
WP_006722666.1	521003.COLINT_02421	2.23e-205	569.0	COG0789@1|root,COG0789@2|Bacteria,2HBV6@201174|Actinobacteria,4CV77@84998|Coriobacteriia	84998|Coriobacteriia	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1
WP_006722667.1	521003.COLINT_02422	1.11e-91	268.0	COG1716@1|root,COG1716@2|Bacteria,2GK99@201174|Actinobacteria,4CVWA@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA,Yop-YscD_cpl,zf-ribbon_3
WP_006722668.1	521003.COLINT_02423	2.38e-170	476.0	COG0558@1|root,COG0558@2|Bacteria,2GM3F@201174|Actinobacteria,4CVSC@84998|Coriobacteriia	84998|Coriobacteriia	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	-	2.7.8.41	ko:K08744	ko00564,ko01100,map00564,map01100	-	R02030	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
WP_006722684.1	521003.COLINT_02440	1.01e-181	506.0	COG1354@1|root,COG1354@2|Bacteria,2GN1U@201174|Actinobacteria,4CUNI@84998|Coriobacteriia	84998|Coriobacteriia	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	-	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
WP_006722686.1	445975.COLSTE_01594	1.28e-36	126.0	2B1IB@1|root,31TZF@2|Bacteria,2HVCB@201174|Actinobacteria,4CWNC@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
