## Wed Dec 28 16:28:01 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_z2_drto0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_z2_drto0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_z2_drto0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_042432023.1	1034345.CAEM01000001_gene442	7.17e-27	99.0	COG3383@1|root,COG3383@2|Bacteria,2I7D5@201174|Actinobacteria,4CYNW@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4
WP_042432026.1	1034345.CAEM01000001_gene443	1.17e-244	672.0	COG0309@1|root,COG0309@2|Bacteria,2GJ7N@201174|Actinobacteria,4CUNH@84998|Coriobacteriia	84998|Coriobacteriia	O	hydrogenase expression formation protein HypE	hypE	-	-	ko:K04655	-	-	-	-	ko00000	-	-	-	AIRS,AIRS_C
WP_042432029.1	1034345.CAEM01000001_gene444	1.74e-96	281.0	COG0864@1|root,COG0864@2|Bacteria,2HUWY@201174|Actinobacteria,4CVWV@84998|Coriobacteriia	84998|Coriobacteriia	K	transcriptional regulator	-	-	-	ko:K07722	-	-	-	-	ko00000,ko03000	-	-	-	NikR_C,RHH_1
WP_042432031.1	1034345.CAEM01000001_gene445	5.59e-54	169.0	29J48@1|root,31TQM@2|Bacteria,2HV3S@201174|Actinobacteria,4CW92@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_042432037.1	1034345.CAEM01000001_gene450	1.11e-162	454.0	COG0546@1|root,COG0546@2|Bacteria,2I9FC@201174|Actinobacteria,4CVV4@84998|Coriobacteriia	84998|Coriobacteriia	S	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E	-	-	3.1.3.18	ko:K01091	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
WP_042432040.1	1034345.CAEM01000001_gene451	0.0	998.0	COG0655@1|root,COG0655@2|Bacteria,2HVQ5@201174|Actinobacteria,4CX8Z@84998|Coriobacteriia	84998|Coriobacteriia	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	-	-	-	-	-	Flavodoxin_2
WP_042432042.1	1034345.CAEM01000001_gene452	2.66e-289	791.0	COG1914@1|root,COG1914@2|Bacteria,2GJSM@201174|Actinobacteria,4CVEQ@84998|Coriobacteriia	84998|Coriobacteriia	P	Natural resistance-associated macrophage protein	-	-	-	-	-	-	-	-	-	-	-	-	Nramp
WP_042432045.1	1034345.CAEM01000001_gene454	4.69e-302	822.0	COG2235@1|root,COG2235@2|Bacteria,2GJTR@201174|Actinobacteria,4CUZS@84998|Coriobacteriia	84998|Coriobacteriia	E	Arginine deiminase	arcA	-	3.5.3.6	ko:K01478	ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130	-	R00552	RC00177	ko00000,ko00001,ko01000	-	-	-	Amidinotransf
WP_042432048.1	1034345.CAEM01000001_gene455	0.0	919.0	COG0531@1|root,COG0531@2|Bacteria,2H98W@201174|Actinobacteria,4CV4U@84998|Coriobacteriia	84998|Coriobacteriia	E	amino acid	-	-	-	ko:K03758	-	-	-	-	ko00000,ko02000	2.A.3.2	-	-	AA_permease_2
WP_042432051.1	1034345.CAEM01000001_gene456	2.13e-120	345.0	COG1309@1|root,COG1309@2|Bacteria,2HUVM@201174|Actinobacteria,4CVT2@84998|Coriobacteriia	84998|Coriobacteriia	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
WP_042432053.1	1034345.CAEM01000001_gene457	6.98e-306	835.0	COG0477@1|root,COG2814@2|Bacteria,2I2S2@201174|Actinobacteria,4CV37@84998|Coriobacteriia	84998|Coriobacteriia	EGP	Sugar (and other) transporter	-	-	-	ko:K03762	-	-	-	-	ko00000,ko02000	2.A.1.6.4	-	-	MFS_1,Sugar_tr
WP_042432056.1	1034345.CAEM01000001_gene458	1.12e-251	695.0	COG0477@1|root,COG0477@2|Bacteria,2GIYR@201174|Actinobacteria,4CXJ9@84998|Coriobacteriia	84998|Coriobacteriia	EGP	Sugar (and other) transporter	-	-	-	ko:K03762	-	-	-	-	ko00000,ko02000	2.A.1.6.4	-	-	Sugar_tr
WP_042432058.1	1034345.CAEM01000001_gene459	8.01e-123	351.0	2B0ZD@1|root,31TCJ@2|Bacteria,2HUTM@201174|Actinobacteria,4CVKR@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_042432061.1	1034345.CAEM01000001_gene460	1.65e-265	728.0	COG0697@1|root,COG0697@2|Bacteria,2HAUX@201174|Actinobacteria,4CUXG@84998|Coriobacteriia	84998|Coriobacteriia	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
WP_042432063.1	1034345.CAEM01000001_gene461	1.05e-300	817.0	COG1834@1|root,COG1834@2|Bacteria,2I99J@201174|Actinobacteria,4CUW4@84998|Coriobacteriia	84998|Coriobacteriia	E	amidinotransferase	-	-	2.1.4.1	ko:K00613	ko00260,ko00330,ko01100,map00260,map00330,map01100	M00047	R00565,R01989	RC00024,RC02749	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidinotransf
WP_042432066.1	1034345.CAEM01000001_gene462	1.9e-280	765.0	COG0409@1|root,COG0409@2|Bacteria,2GMHA@201174|Actinobacteria,4CUKQ@84998|Coriobacteriia	84998|Coriobacteriia	O	hydrogenase expression formation protein HypD	hypD	-	-	ko:K04654	-	-	-	-	ko00000	-	-	-	HypD
WP_042432068.1	1034345.CAEM01000001_gene463	1.9e-51	162.0	COG0298@1|root,COG0298@2|Bacteria,2HVAI@201174|Actinobacteria,4CWJR@84998|Coriobacteriia	84998|Coriobacteriia	O	hydrogenase assembly chaperone HypC HupF	-	-	-	ko:K04653	-	-	-	-	ko00000	-	-	-	HupF_HypC
WP_042432070.1	1034345.CAEM01000001_gene464	0.0	1563.0	COG0068@1|root,COG0068@2|Bacteria,2GJYF@201174|Actinobacteria,4CUWZ@84998|Coriobacteriia	84998|Coriobacteriia	O	Belongs to the	hypF	-	-	ko:K04656	-	-	-	-	ko00000	-	-	-	Acylphosphatase,Sua5_yciO_yrdC,zf-HYPF
WP_042432073.1	1034345.CAEM01000001_gene465	0.0	1125.0	COG0166@1|root,COG0166@2|Bacteria,2HSXS@201174|Actinobacteria,4CVH8@84998|Coriobacteriia	84998|Coriobacteriia	G	Phosphoglucose isomerase	-	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
WP_042432075.1	1034345.CAEM01000001_gene466	8.99e-226	622.0	COG0039@1|root,COG0039@2|Bacteria,2GN5S@201174|Actinobacteria,4CVAY@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the LDH MDH superfamily	ldh	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
WP_042432078.1	1034345.CAEM01000001_gene467	3.19e-162	455.0	2AYHW@1|root,31QMC@2|Bacteria,2HTSR@201174|Actinobacteria,4CW7B@84998|Coriobacteriia	84998|Coriobacteriia	S	TraX protein	-	-	-	-	-	-	-	-	-	-	-	-	TraX
WP_042432081.1	1034345.CAEM01000001_gene469	2.18e-287	787.0	COG1055@1|root,COG1055@2|Bacteria,2GMQJ@201174|Actinobacteria,4CUV8@84998|Coriobacteriia	84998|Coriobacteriia	P	Na H antiporter	-	-	-	-	-	-	-	-	-	-	-	-	CitMHS
WP_042432084.1	1034345.CAEM01000001_gene470	0.0	1479.0	COG0771@1|root,COG3442@1|root,COG0771@2|Bacteria,COG3442@2|Bacteria,2GK18@201174|Actinobacteria,4CV38@84998|Coriobacteriia	84998|Coriobacteriia	M	Mur ligase middle domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1727,GATase_3,Mur_ligase_M
WP_042432086.1	1034345.CAEM01000001_gene471	1.66e-101	295.0	COG0589@1|root,COG0589@2|Bacteria,2IIG8@201174|Actinobacteria,4CXRI@84998|Coriobacteriia	84998|Coriobacteriia	T	Belongs to the universal stress protein A family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
WP_042432088.1	1034345.CAEM01000001_gene472	0.0	910.0	COG0531@1|root,COG0531@2|Bacteria,2GNUF@201174|Actinobacteria,4CV34@84998|Coriobacteriia	84998|Coriobacteriia	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_042432090.1	1034345.CAEM01000001_gene473	5.44e-229	629.0	COG2421@1|root,COG2421@2|Bacteria,2HQSF@201174|Actinobacteria,4CUXY@84998|Coriobacteriia	84998|Coriobacteriia	C	Acetamidase/Formamidase family	-	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	FmdA_AmdA
WP_042432093.1	1034345.CAEM01000001_gene474	3.38e-46	149.0	29XHM@1|root,30J8B@2|Bacteria,2HWE7@201174|Actinobacteria,4CYAV@84998|Coriobacteriia	84998|Coriobacteriia	S	Protein of unknown function (DUF3343)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3343
WP_042432096.1	1034345.CAEM01000001_gene475	4.86e-41	135.0	COG0425@1|root,COG0425@2|Bacteria,2HVHX@201174|Actinobacteria,4CWVI@84998|Coriobacteriia	84998|Coriobacteriia	O	Sulfurtransferase TusA	-	-	-	-	-	-	-	-	-	-	-	-	TusA
WP_042432099.1	1034345.CAEM01000001_gene476	3e-251	691.0	COG2391@1|root,COG2391@2|Bacteria,2HUQB@201174|Actinobacteria,4CVD9@84998|Coriobacteriia	84998|Coriobacteriia	S	Sulphur transport	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	Sulf_transp
WP_042432102.1	1034345.CAEM01000001_gene477	4.59e-174	486.0	2EDPB@1|root,337J0@2|Bacteria,2IE1I@201174|Actinobacteria,4CY5M@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_042432107.1	1034345.CAEM01000001_gene480	8.82e-60	187.0	COG0477@1|root,COG0477@2|Bacteria,2GJ9D@201174|Actinobacteria	201174|Actinobacteria	EGP	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_042432113.1	1034345.CAEM01000002_gene1149	5.24e-238	662.0	COG1457@1|root,COG1457@2|Bacteria	2|Bacteria	F	cytosine transport	-	-	-	ko:K03457	-	-	-	-	ko00000	2.A.39	-	-	Transp_cyt_pur
WP_042432121.1	1034345.CAEM01000002_gene1150	2.24e-310	843.0	COG2957@1|root,COG2957@2|Bacteria,2GM6J@201174|Actinobacteria,4CUCB@84998|Coriobacteriia	84998|Coriobacteriia	E	agmatine deiminase	aguA	-	3.5.3.12	ko:K10536	ko00330,ko01100,map00330,map01100	-	R01416	RC00177	ko00000,ko00001,ko01000	-	-	-	PAD_porph
WP_042432124.1	1034345.CAEM01000002_gene1151	1.08e-272	744.0	COG0078@1|root,COG0078@2|Bacteria,2GJ6H@201174|Actinobacteria,4CVDJ@84998|Coriobacteriia	84998|Coriobacteriia	E	Belongs to the ATCase OTCase family	-	-	-	-	-	-	-	-	-	-	-	-	OTCace,OTCace_N
WP_042432127.1	1034345.CAEM01000002_gene1152	8.08e-147	414.0	COG0311@1|root,COG0311@2|Bacteria,2GNYG@201174|Actinobacteria,4CW7K@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS	pdxT	-	4.3.3.6	ko:K08681	ko00750,map00750	-	R07456	RC00010,RC01783,RC03043	ko00000,ko00001,ko01000	-	-	-	SNO
WP_042432130.1	1034345.CAEM01000002_gene1153	4.51e-204	565.0	COG0214@1|root,COG0214@2|Bacteria,2GK1T@201174|Actinobacteria,4CUJ0@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively	pdxS	-	4.3.3.6	ko:K06215	ko00750,map00750	-	R07456	RC00010,RC01783,RC03043	ko00000,ko00001,ko01000	-	-	-	SOR_SNZ
WP_042432133.1	1034345.CAEM01000002_gene1155	3.48e-288	786.0	COG0436@1|root,COG0436@2|Bacteria,2GPM3@201174|Actinobacteria,4CU9C@84998|Coriobacteriia	84998|Coriobacteriia	E	PFAM Aminotransferase class I and II	-	-	2.6.1.1	ko:K11358	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
WP_042432136.1	1034345.CAEM01000002_gene1156	1.72e-98	286.0	COG0589@1|root,COG0589@2|Bacteria,2HTHX@201174|Actinobacteria,4CW0M@84998|Coriobacteriia	84998|Coriobacteriia	T	Universal stress protein	-	-	-	-	-	-	-	-	-	-	-	-	Usp
WP_042432138.1	1034345.CAEM01000002_gene1157	1.37e-160	451.0	COG0730@1|root,COG0730@2|Bacteria,2IDCX@201174|Actinobacteria,4CW61@84998|Coriobacteriia	84998|Coriobacteriia	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
WP_042432140.1	1034345.CAEM01000002_gene1158	3.01e-166	465.0	COG2049@1|root,COG2049@2|Bacteria,2I2R8@201174|Actinobacteria,4CVE5@84998|Coriobacteriia	84998|Coriobacteriia	E	Carboxyltransferase domain, subdomain C and D	-	-	-	-	-	-	-	-	-	-	-	-	CT_C_D
WP_042432142.1	1034345.CAEM01000002_gene1159	3.15e-279	762.0	COG1984@1|root,COG1984@2|Bacteria,2GITH@201174|Actinobacteria,4CUN2@84998|Coriobacteriia	84998|Coriobacteriia	E	Allophanate hydrolase subunit 2	-	-	-	-	-	-	-	-	-	-	-	-	CT_A_B
WP_042432144.1	1034345.CAEM01000002_gene1161	0.0	894.0	COG0439@1|root,COG0439@2|Bacteria,2I2S0@201174|Actinobacteria,4CUKU@84998|Coriobacteriia	84998|Coriobacteriia	I	acetyl-CoA carboxylase, biotin carboxylase	-	-	6.3.4.14,6.4.1.2	ko:K01961	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
WP_042432147.1	1034345.CAEM01000002_gene1163	4.47e-177	493.0	COG1540@1|root,COG1540@2|Bacteria,2GJA1@201174|Actinobacteria,4CV1J@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the UPF0271 (lamB) family	-	-	-	ko:K07160	-	-	-	-	ko00000	-	-	-	LamB_YcsF
WP_042432155.1	1034345.CAEM01000002_gene1166	0.0	1130.0	COG1966@1|root,COG1966@2|Bacteria,2GIYX@201174|Actinobacteria,4CV0G@84998|Coriobacteriia	84998|Coriobacteriia	T	5TM C-terminal transporter carbon starvation CstA	-	-	-	ko:K06200	-	-	-	-	ko00000	-	-	-	CstA,CstA_5TM
WP_042432161.1	1034345.CAEM01000002_gene1168	1.82e-229	631.0	COG1830@1|root,COG1830@2|Bacteria,2I9V1@201174|Actinobacteria,4CUCN@84998|Coriobacteriia	84998|Coriobacteriia	G	DeoC/LacD family aldolase	-	-	4.1.2.13	ko:K11645	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003	R01068,R01070,R01829,R02568	RC00438,RC00439,RC00603,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	DeoC
WP_042432164.1	1034345.CAEM01000002_gene1171	1.52e-211	587.0	COG3881@1|root,COG3881@2|Bacteria,2I6A5@201174|Actinobacteria,4CURS@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM PRC-barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	PRC
WP_042432167.1	1034345.CAEM01000002_gene1172	9.46e-35	125.0	COG4980@1|root,COG4980@2|Bacteria,2HTT2@201174|Actinobacteria,4CW82@84998|Coriobacteriia	84998|Coriobacteriia	S	YtxH-like protein	-	-	-	-	-	-	-	-	-	-	-	-	YtxH
WP_042432170.1	1034345.CAEM01000002_gene1176	7.73e-316	859.0	COG0172@1|root,COG0172@2|Bacteria,2GIWP@201174|Actinobacteria,4CUID@84998|Coriobacteriia	84998|Coriobacteriia	J	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)	serS	-	6.1.1.11	ko:K01875	ko00970,map00970	M00359,M00360	R03662,R08218	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Seryl_tRNA_N,tRNA-synt_2b
WP_042432175.1	1034345.CAEM01000002_gene1178	6.56e-40	132.0	2C4CX@1|root,32G2H@2|Bacteria,2HVBH@201174|Actinobacteria,4CWMB@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_042432178.1	1034345.CAEM01000002_gene1179	9.62e-216	595.0	COG2421@1|root,COG2421@2|Bacteria,2HQSF@201174|Actinobacteria,4CUQ9@84998|Coriobacteriia	84998|Coriobacteriia	C	Acetamidase/Formamidase family	-	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	FmdA_AmdA
WP_042432180.1	1034345.CAEM01000002_gene1180	0.0	1322.0	COG0515@1|root,COG0515@2|Bacteria,2GJ1J@201174|Actinobacteria,4CUH6@84998|Coriobacteriia	84998|Coriobacteriia	KLT	Kinase domain	-	-	2.7.11.1	ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	Pkinase
WP_042432182.1	1034345.CAEM01000002_gene1182	1.14e-160	450.0	COG2135@1|root,COG2135@2|Bacteria,2HV13@201174|Actinobacteria,4CW4I@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the SOS response-associated peptidase family	-	-	-	-	-	-	-	-	-	-	-	-	SRAP
WP_042432184.1	1034345.CAEM01000002_gene1183	0.0	1004.0	COG0459@1|root,COG0459@2|Bacteria,2GKC9@201174|Actinobacteria,4CX1F@84998|Coriobacteriia	84998|Coriobacteriia	O	TCP-1/cpn60 chaperonin family	-	-	-	-	-	-	-	-	-	-	-	-	Cpn60_TCP1
