## Mon Oct 10 06:42:58 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_53gi2vez --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_53gi2vez --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_53gi2vez/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_021626865.1	1111135.HMPREF1248_1054	5.79e-88	258.0	COG0100@1|root,COG0100@2|Bacteria,2IFFC@201174|Actinobacteria,4CVY8@84998|Coriobacteriia	84998|Coriobacteriia	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	-	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
WP_021626867.1	1111135.HMPREF1248_1056	1.03e-20	81.6	COG0257@1|root,COG0257@2|Bacteria,2GWMH@201174|Actinobacteria,4CWQV@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	-	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L36
WP_021626886.1	1111135.HMPREF1248_1074	1.62e-57	178.0	COG0186@1|root,COG0186@2|Bacteria,2IQ68@201174|Actinobacteria,4CWAR@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	rpsQ	-	-	ko:K02961	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17
WP_021626889.1	1111135.HMPREF1248_1077	3.56e-146	414.0	COG0092@1|root,COG0092@2|Bacteria,2GKF1@201174|Actinobacteria,4CUK7@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	rpsC	-	-	ko:K02982	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KH_2,Ribosomal_S3_C
WP_021626890.1	1111135.HMPREF1248_1078	3.78e-76	228.0	COG0091@1|root,COG0091@2|Bacteria,2IM3J@201174|Actinobacteria,4CW1D@84998|Coriobacteriia	84998|Coriobacteriia	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
WP_021626891.1	1111135.HMPREF1248_1079	4.03e-57	177.0	COG0185@1|root,COG0185@2|Bacteria,2IKMS@201174|Actinobacteria,4CW3A@84998|Coriobacteriia	84998|Coriobacteriia	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	-	-	ko:K02965	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S19
WP_021626893.1	1321773.HMPREF9069_01174	9.79e-65	197.0	COG0089@1|root,COG0089@2|Bacteria,2IQ7V@201174|Actinobacteria,4CW2D@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	rplW	-	-	ko:K02892	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L23
WP_021626915.1	1111135.HMPREF1248_1106	1.55e-66	204.0	COG0222@1|root,COG0222@2|Bacteria,2IKNW@201174|Actinobacteria,4CW30@84998|Coriobacteriia	84998|Coriobacteriia	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	rplL	-	-	ko:K02935	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L12,Ribosomal_L12_N
WP_021734366.1	1111135.HMPREF1248_0011	2.26e-35	123.0	29YY6@1|root,30KUY@2|Bacteria,2HVEF@201174|Actinobacteria,4CWR6@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734367.1	1111135.HMPREF1248_0188	2.44e-217	601.0	COG0834@1|root,COG0834@2|Bacteria,2GN3G@201174|Actinobacteria	201174|Actinobacteria	ET	ABC transporter substrate-binding protein	-	-	-	ko:K02030,ko:K02424,ko:K17073	ko02010,map02010	M00234,M00236,M00589	-	-	ko00000,ko00001,ko00002,ko02000,ko02035	3.A.1.3,3.A.1.3.10,3.A.1.3.14,3.A.1.3.20	-	-	SBP_bac_3
WP_021734407.1	1111135.HMPREF1248_0227	1.01e-75	225.0	2FCYG@1|root,34517@2|Bacteria,2HWBY@201174|Actinobacteria,4CY85@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734411.1	1111135.HMPREF1248_0203	3.17e-282	770.0	COG0448@1|root,COG0448@2|Bacteria,2I2EF@201174|Actinobacteria,4CUYH@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans	glgC	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
WP_021734413.1	1111135.HMPREF1248_0196	4.44e-252	690.0	COG1194@1|root,COG1194@2|Bacteria,2GJD9@201174|Actinobacteria,4CV01@84998|Coriobacteriia	84998|Coriobacteriia	L	Base excision DNA repair protein	-	-	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HhH-GPD
WP_021734417.1	1111135.HMPREF1248_0211	2.25e-62	194.0	COG0254@1|root,COG0254@2|Bacteria,2HUWQ@201174|Actinobacteria,4CVW5@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds the 23S rRNA	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
WP_021734418.1	1111135.HMPREF1248_0189	3.51e-192	535.0	COG0765@1|root,COG0765@2|Bacteria,2GM0I@201174|Actinobacteria,4CUY1@84998|Coriobacteriia	84998|Coriobacteriia	P	TIGRFAM polar amino acid ABC transporter, inner membrane subunit	-	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1,DUF2808,SBP_bac_3
WP_021734421.1	1111135.HMPREF1248_0172	6.36e-204	566.0	COG4120@1|root,COG4120@2|Bacteria,2I8VW@201174|Actinobacteria,4CV5G@84998|Coriobacteriia	84998|Coriobacteriia	U	branched-chain amino acid	-	-	-	ko:K05832	-	M00247	-	-	ko00000,ko00002,ko02000	-	-	-	BPD_transp_2
WP_021734431.1	1111135.HMPREF1248_0226	2.42e-154	433.0	COG0035@1|root,COG0035@2|Bacteria,2GPJE@201174|Actinobacteria,4CV42@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	-	2.4.2.9	ko:K00761	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000	-	-	-	UPRTase
WP_021734445.1	1111135.HMPREF1248_0170	8.77e-151	424.0	COG0586@1|root,COG0586@2|Bacteria,2GKGR@201174|Actinobacteria,4CV40@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM SNARE associated Golgi protein	-	-	-	ko:K03975	-	-	-	-	ko00000	-	-	-	SNARE_assoc
WP_021734451.1	1111135.HMPREF1248_0190	6.37e-188	522.0	COG1126@1|root,COG1126@2|Bacteria,2GIZW@201174|Actinobacteria,4CUNV@84998|Coriobacteriia	84998|Coriobacteriia	E	PFAM ABC transporter related	-	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
WP_021734454.1	1111135.HMPREF1248_1102	5.77e-81	240.0	COG0048@1|root,COG0048@2|Bacteria,2IHUF@201174|Actinobacteria,4CVWP@84998|Coriobacteriia	84998|Coriobacteriia	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	rpsL	-	-	ko:K02950	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosom_S12_S23
WP_021734455.1	1111135.HMPREF1248_1144	2.74e-310	843.0	COG2852@1|root,COG2852@2|Bacteria	2|Bacteria	L	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734458.1	1111135.HMPREF1248_1123	3.93e-60	185.0	COG1862@1|root,COG1862@2|Bacteria,2HW5J@201174|Actinobacteria,4CY10@84998|Coriobacteriia	84998|Coriobacteriia	U	Preprotein translocase subunit	yajC	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	YajC
WP_021734460.1	1111135.HMPREF1248_1270	1.42e-146	414.0	2C0BS@1|root,34B1F@2|Bacteria,2HV8M@201174|Actinobacteria,4CWH4@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734461.1	1111135.HMPREF1248_1278	5.9e-103	298.0	COG0041@1|root,COG0041@2|Bacteria,2IFFD@201174|Actinobacteria,4CVVV@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)	purE	-	5.4.99.18	ko:K01588	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07405	RC01947	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRC
WP_021734467.1	1111135.HMPREF1248_1297	2.62e-158	443.0	COG0454@1|root,COG0456@2|Bacteria,2I6A9@201174|Actinobacteria,4CWCC@84998|Coriobacteriia	84998|Coriobacteriia	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10
WP_021734472.1	1111135.HMPREF1248_1064	2.02e-76	228.0	COG0256@1|root,COG0256@2|Bacteria,2IKTX@201174|Actinobacteria,4CW23@84998|Coriobacteriia	84998|Coriobacteriia	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	rplR	-	-	ko:K02881	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L18p
WP_021734475.1	1111135.HMPREF1248_1180	2.22e-98	285.0	COG0071@1|root,COG0071@2|Bacteria,2HUZN@201174|Actinobacteria,4CW22@84998|Coriobacteriia	84998|Coriobacteriia	O	Hsp20/alpha crystallin family	-	-	-	-	-	-	-	-	-	-	-	-	HSP20
WP_021734476.1	1111135.HMPREF1248_1158	6.43e-153	429.0	COG0127@1|root,COG0127@2|Bacteria,2GM2B@201174|Actinobacteria,4CUUU@84998|Coriobacteriia	84998|Coriobacteriia	F	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions	rdgB	-	3.6.1.66	ko:K02428	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000	-	-	-	Ham1p_like
WP_021734477.1	1111135.HMPREF1248_1309	3.82e-114	327.0	COG1762@1|root,COG1762@2|Bacteria,2HVWB@201174|Actinobacteria,4CXMI@84998|Coriobacteriia	84998|Coriobacteriia	GT	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.200	ko:K02773	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_EIIA_2
WP_021734479.1	1111135.HMPREF1248_1073	3.92e-83	245.0	COG0093@1|root,COG0093@2|Bacteria,2IHNX@201174|Actinobacteria,4CVUJ@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	rplN	-	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L14
WP_021734481.1	1111135.HMPREF1248_1041	1.38e-46	151.0	COG0234@1|root,COG0234@2|Bacteria,2IKTH@201174|Actinobacteria,4CW90@84998|Coriobacteriia	84998|Coriobacteriia	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	-	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
WP_021734488.1	1111135.HMPREF1248_1141	6.85e-103	298.0	COG0782@1|root,COG0782@2|Bacteria,2GNZV@201174|Actinobacteria,4CVRE@84998|Coriobacteriia	84998|Coriobacteriia	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	-	-	ko:K03624	-	-	-	-	ko00000,ko03021	-	-	-	GreA_GreB,GreA_GreB_N
WP_021734498.1	1111135.HMPREF1248_1152	0.0	1104.0	COG4988@1|root,COG4988@2|Bacteria,2I6T5@201174|Actinobacteria,4CYF6@84998|Coriobacteriia	84998|Coriobacteriia	CO	ABC transporter, ATP-binding protein	-	-	-	ko:K06147,ko:K06148	-	-	-	-	ko00000,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
WP_021734502.1	1111135.HMPREF1248_1067	1e-39	131.0	COG0199@1|root,COG0199@2|Bacteria,2IQ8R@201174|Actinobacteria,4CWG8@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site	rpsN	-	-	ko:K02954	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S14
WP_021734508.1	1111135.HMPREF1248_1165	9.33e-274	749.0	COG3947@1|root,COG3947@2|Bacteria,2HUFD@201174|Actinobacteria,4CUER@84998|Coriobacteriia	84998|Coriobacteriia	T	sequence-specific DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734518.1	1111135.HMPREF1248_1137	7.32e-248	681.0	COG1623@1|root,COG1623@2|Bacteria,2GJ41@201174|Actinobacteria,4CUXS@84998|Coriobacteriia	84998|Coriobacteriia	H	DNA integrity scanning protein DisA	-	-	2.7.7.85	ko:K07067	-	-	-	-	ko00000,ko01000	-	-	-	DisA-linker,DisA_N
WP_021734520.1	1111135.HMPREF1248_1220	1.46e-206	571.0	2F0J5@1|root,33TMV@2|Bacteria,2HUHQ@201174|Actinobacteria,4CUQM@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_021734521.1	1111135.HMPREF1248_1126	1.01e-253	696.0	COG3716@1|root,COG3716@2|Bacteria,2IDHX@201174|Actinobacteria,4CV2V@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS system mannose fructose sorbose family IID component	-	-	-	ko:K02747	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko02000	4.A.6.1.4	-	-	EIID-AGA
WP_021734522.1	1111135.HMPREF1248_1057	2.06e-46	149.0	COG0361@1|root,COG0361@2|Bacteria,2IQ4B@201174|Actinobacteria,4CWB4@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	infA	-	-	ko:K02518	-	-	-	-	ko00000,ko03012	-	-	-	eIF-1a
WP_021734529.1	1111135.HMPREF1248_1233	4.65e-181	504.0	COG2860@1|root,COG2860@2|Bacteria,2GMI4@201174|Actinobacteria,4CVFU@84998|Coriobacteriia	84998|Coriobacteriia	S	UPF0126 domain	-	-	-	-	-	-	-	-	-	-	-	-	UPF0126
WP_021734537.1	1111135.HMPREF1248_1162	3.7e-297	811.0	COG4915@1|root,COG4915@2|Bacteria,2HTWZ@201174|Actinobacteria,4CWE9@84998|Coriobacteriia	84998|Coriobacteriia	S	5-bromo-4-chloroindolyl phosphate hydrolysis protein	-	-	-	-	-	-	-	-	-	-	-	-	Halogen_Hydrol
WP_021734545.1	1111135.HMPREF1248_1242	3.73e-263	721.0	COG1195@1|root,COG1195@2|Bacteria,2GJCS@201174|Actinobacteria,4CUNC@84998|Coriobacteriia	84998|Coriobacteriia	L	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP	recF	-	-	ko:K03629	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	SMC_N
WP_021734550.1	1111135.HMPREF1248_1310	5.27e-64	195.0	COG3414@1|root,COG3414@2|Bacteria,2HCW7@201174|Actinobacteria,4CWNU@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS system, Lactose/Cellobiose specific IIB subunit	-	-	2.7.1.200	ko:K02774	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_IIB
WP_021734564.1	1111135.HMPREF1248_1155	6.5e-215	593.0	COG1947@1|root,COG1947@2|Bacteria,2GKXD@201174|Actinobacteria,4CVNV@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	-	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
WP_021734568.1	1111135.HMPREF1248_1275	3.31e-89	262.0	COG1716@1|root,COG1716@2|Bacteria,2HUX0@201174|Actinobacteria,4CVX4@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA
WP_021734580.1	1111135.HMPREF1248_1125	3.93e-178	497.0	COG3715@1|root,COG3715@2|Bacteria,2HUS2@201174|Actinobacteria,4CVHJ@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS system sorbose-specific iic component	-	-	-	ko:K02746	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko02000	4.A.6.1.4	-	-	EII-Sor
WP_021734584.1	1111135.HMPREF1248_1066	7.94e-90	263.0	COG0096@1|root,COG0096@2|Bacteria,2IHQZ@201174|Actinobacteria,4CVVW@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rpsH	-	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
WP_021734589.1	1111135.HMPREF1248_1248	4.08e-47	150.0	COG0759@1|root,COG0759@2|Bacteria,2GQZG@201174|Actinobacteria,4CWGS@84998|Coriobacteriia	84998|Coriobacteriia	S	Could be involved in insertion of integral membrane proteins into the membrane	-	-	-	ko:K08998	-	-	-	-	ko00000	-	-	-	Haemolytic
WP_021734590.1	1111135.HMPREF1248_1114	6.89e-299	814.0	COG0050@1|root,COG0050@2|Bacteria,2GK4T@201174|Actinobacteria,4CUFV@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	-	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
WP_021734596.1	1111135.HMPREF1248_1182	2.34e-51	162.0	COG0062@1|root,COG0062@2|Bacteria,2I7D6@201174|Actinobacteria,4CYNX@84998|Coriobacteriia	84998|Coriobacteriia	G	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	-	-	-	-	-	-	-	-	-	-	-	-	-
