# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	4558	5481	+							BN4314_RS00030	924		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	4558	5481	+	WP_021735061.1	WP_021735061.1		aspartate carbamoyltransferase catalytic subunit			BN4314_RS00030	924	307	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	5481	6770	+							BN4314_RS00035	1290		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	5481	6770	+	WP_068539091.1	WP_068539091.1		dihydroorotase			BN4314_RS00035	1290	429	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	6797	7579	+							BN4314_RS00040	783		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	6797	7579	+	WP_068539093.1	WP_068539093.1		dihydroorotate dehydrogenase electron transfer subunit			BN4314_RS00040	783	260	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	7573	8499	+							BN4314_RS00045	927		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	7573	8499	+	WP_068539095.1	WP_068539095.1		dihydroorotate dehydrogenase			BN4314_RS00045	927	308	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	8493	9227	+					pyrF		BN4314_RS00050	735		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	8493	9227	+	WP_068539097.1	WP_068539097.1		orotidine-5'-phosphate decarboxylase	pyrF		BN4314_RS00050	735	244	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	9268	9921	+					pyrE		BN4314_RS00055	654		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	9268	9921	+	WP_021735100.1	WP_021735100.1		orotate phosphoribosyltransferase	pyrE		BN4314_RS00055	654	217	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	10145	10453	+							BN4314_RS00060	309		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	10145	10453	+	WP_021734838.1	WP_021734838.1		hypothetical protein			BN4314_RS00060	309	102	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	10453	11043	+					gmk		BN4314_RS00065	591		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	10453	11043	+	WP_021734812.1	WP_021734812.1		guanylate kinase	gmk		BN4314_RS00065	591	196	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	11030	11326	+							BN4314_RS00070	297		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	11030	11326	+	WP_021735033.1	WP_021735033.1		DNA-directed RNA polymerase subunit omega			BN4314_RS00070	297	98	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	11424	12701	+					thiI		BN4314_RS00075	1278		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	11424	12701	+	WP_068539099.1	WP_068539099.1		tRNA 4-thiouridine(8) synthase ThiI	thiI		BN4314_RS00075	1278	425	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	12968	13666	+							BN4314_RS00080	699		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	12968	13666	+	WP_068539101.1	WP_068539101.1		helix-hairpin-helix domain-containing protein			BN4314_RS00080	699	232	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	13659	16037	+							BN4314_RS00085	2379		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	13659	16037	+	WP_068539103.1	WP_068539103.1		DNA internalization-related competence protein ComEC/Rec2			BN4314_RS00085	2379	792	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	16077	17054	+					holA		BN4314_RS00090	978		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	16077	17054	+	WP_068539105.1	WP_068539105.1		DNA polymerase III subunit delta	holA		BN4314_RS00090	978	325	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	17095	17520	+							BN4314_RS00095	426		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	17095	17520	+	WP_068539107.1	WP_068539107.1		GNAT family N-acetyltransferase			BN4314_RS00095	426	141	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	17533	18168	+							BN4314_RS00100	636		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	17533	18168	+	WP_051333058.1	WP_051333058.1		VanZ family protein			BN4314_RS00100	636	211	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	18689	19282	+							BN4314_RS00110	594		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	18689	19282	+	WP_021736262.1	WP_021736262.1		TetR/AcrR family transcriptional regulator			BN4314_RS00110	594	197	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	19356	21074	+							BN4314_RS00115	1719		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	19356	21074	+	WP_068539109.1	WP_068539109.1		ABC transporter ATP-binding protein/permease			BN4314_RS00115	1719	572	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	21067	22803	+							BN4314_RS00120	1737		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	21067	22803	+	WP_021736238.1	WP_021736238.1		ABC transporter ATP-binding protein/permease			BN4314_RS00120	1737	578	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	22924	23286	+							BN4314_RS00125	363		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	22924	23286	+	WP_021735567.1	WP_021735567.1		MptD family putative ECF transporter S component			BN4314_RS00125	363	120	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	23454	23762	+							BN4314_RS00130	309		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	23454	23762	+	WP_021736209.1	WP_021736209.1		alpha/beta hydrolase			BN4314_RS00130	309	102	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	23795	24148	+							BN4314_RS00135	354		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	23795	24148	+	WP_196800686.1	WP_196800686.1		hypothetical protein			BN4314_RS00135	354	117	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	24148	24654	+							BN4314_RS00140	507		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	24148	24654	+	WP_035098410.1	WP_035098410.1		hypothetical protein			BN4314_RS00140	507	168	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	25231	25434	-							BN4314_RS00145	204		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	25231	25434	-	WP_068539111.1	WP_068539111.1		hypothetical protein			BN4314_RS00145	204	67	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	25902	26165	-					rpsT		BN4314_RS00150	264		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	25902	26165	-	WP_021735541.1	WP_021735541.1		30S ribosomal protein S20	rpsT		BN4314_RS00150	264	87	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	26306	28120	+					lepA		BN4314_RS00155	1815		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	26306	28120	+	WP_068539113.1	WP_068539113.1		translation elongation factor 4	lepA		BN4314_RS00155	1815	604	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	28161	29126	-							BN4314_RS00160	966		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	28161	29126	-	WP_068539115.1	WP_068539115.1		Abi family protein			BN4314_RS00160	966	321	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	29147	30031	-							BN4314_RS00165	885		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	29147	30031	-	WP_232309690.1	WP_232309690.1		histidinol-phosphatase HisJ family protein			BN4314_RS00165	885	294	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	30133	31209	+							BN4314_RS00170	1077		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	30133	31209	+	WP_232309691.1	WP_232309691.1		tRNA-dihydrouridine synthase			BN4314_RS00170	1077	358	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	31206	32429	+					hemW		BN4314_RS00175	1224		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	31206	32429	+	WP_068539118.1	WP_068539118.1		radical SAM family heme chaperone HemW	hemW		BN4314_RS00175	1224	407	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	32426	33439	+							BN4314_RS00180	1014		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	32426	33439	+	WP_068539120.1	WP_068539120.1		CPBP family intramembrane metalloprotease			BN4314_RS00180	1014	337	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	33557	33958	+							BN4314_RS00185	402		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	33557	33958	+	WP_021735564.1	WP_021735564.1		hypothetical protein			BN4314_RS00185	402	133	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	34004	35995	+							BN4314_RS00190	1992		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	34004	35995	+	WP_068539122.1	WP_068539122.1		ATP-binding cassette domain-containing protein			BN4314_RS00190	1992	663	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	35992	36687	+							BN4314_RS00195	696		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	35992	36687	+	WP_068539123.1	WP_068539123.1		site-2 protease family protein			BN4314_RS00195	696	231	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	36687	37499	+							BN4314_RS00200	813		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	36687	37499	+	WP_068539125.1	WP_068539125.1		segregation/condensation protein A			BN4314_RS00200	813	270	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	37502	38239	+					scpB		BN4314_RS00205	738		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	37502	38239	+	WP_021735557.1	WP_021735557.1		SMC-Scp complex subunit ScpB	scpB		BN4314_RS00205	738	245	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	38232	39032	+							BN4314_RS00210	801		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	38232	39032	+	WP_068539127.1	WP_068539127.1		rRNA pseudouridine synthase			BN4314_RS00210	801	266	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	39106	40650	+					cmk		BN4314_RS00215	1545		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	39106	40650	+	WP_068539129.1	WP_068539129.1		(d)CMP kinase	cmk		BN4314_RS00215	1545	514	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	40699	41547	+					ispH		BN4314_RS00220	849		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	40699	41547	+	WP_068539131.1	WP_068539131.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH		BN4314_RS00220	849	282	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	41676	42995	+					der		BN4314_RS00225	1320		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	41676	42995	+	WP_021735548.1	WP_021735548.1		ribosome biogenesis GTPase Der	der		BN4314_RS00225	1320	439	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	42998	43663	+					plsY		BN4314_RS00230	666		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	42998	43663	+	WP_068539133.1	WP_068539133.1		glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY		BN4314_RS00230	666	221	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	43663	44667	+							BN4314_RS00235	1005		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	43663	44667	+	WP_068539135.1	WP_068539135.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			BN4314_RS00235	1005	334	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	44702	45379	+					rpe		BN4314_RS00240	678		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	44702	45379	+	WP_082911101.1	WP_082911101.1		ribulose-phosphate 3-epimerase	rpe		BN4314_RS00240	678	225	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	45381	46559	+							BN4314_RS00245	1179		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	45381	46559	+	WP_068539139.1	WP_068539139.1		cysteine desulfurase			BN4314_RS00245	1179	392	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	46592	47311	+							BN4314_RS00250	720		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	46592	47311	+	WP_068539141.1	WP_068539141.1		C4-type zinc ribbon domain-containing protein			BN4314_RS00250	720	239	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	47308	48759	+					coaBC		BN4314_RS00255	1452		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	47308	48759	+	WP_068539143.1	WP_068539143.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		BN4314_RS00255	1452	483	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	48759	50564	+							BN4314_RS00260	1806		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	48759	50564	+	WP_068539145.1	WP_068539145.1		ABC-F family ATP-binding cassette domain-containing protein			BN4314_RS00260	1806	601	
gene	tRNA	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	50726	50802	+							BN4314_RS00265	77		
tRNA		GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000001.1	50726	50802	+				tRNA-Pro			BN4314_RS00265	77		anticodon=GGG
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	356	1468	-							BN4314_RS00270	1113		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	356	1468	-	WP_068539149.1	WP_068539149.1		IS110 family transposase			BN4314_RS00270	1113	370	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	1693	3063	-					rpoD		BN4314_RS00275	1371		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	1693	3063	-	WP_021734834.1	WP_021734834.1		RNA polymerase sigma factor RpoD	rpoD		BN4314_RS00275	1371	456	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	3117	4979	-					dnaG		BN4314_RS00280	1863		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	3117	4979	-	WP_068539151.1	WP_068539151.1		DNA primase	dnaG		BN4314_RS00280	1863	620	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	4972	6045	-					ribF		BN4314_RS00285	1074		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	4972	6045	-	WP_068539153.1	WP_068539153.1		riboflavin biosynthesis protein RibF	ribF		BN4314_RS00285	1074	357	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	6042	7013	-					truB		BN4314_RS00290	972		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	6042	7013	-	WP_068539155.1	WP_068539155.1		tRNA pseudouridine(55) synthase TruB	truB		BN4314_RS00290	972	323	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	7010	8095	-							BN4314_RS00295	1086		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	7010	8095	-	WP_068539157.1	WP_068539157.1		bifunctional oligoribonuclease/PAP phosphatase NrnA			BN4314_RS00295	1086	361	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	8104	8502	-					rbfA		BN4314_RS00300	399		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	8104	8502	-	WP_021734991.1	WP_021734991.1		30S ribosome-binding factor RbfA	rbfA		BN4314_RS00300	399	132	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	8567	11197	-					infB		BN4314_RS00305	2631		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	8567	11197	-	WP_068539158.1	WP_068539158.1		translation initiation factor IF-2	infB		BN4314_RS00305	2631	876	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	11247	12506	-					nusA		BN4314_RS00310	1260		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	11247	12506	-	WP_021734940.1	WP_021734940.1		transcription termination factor NusA	nusA		BN4314_RS00310	1260	419	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	12585	13079	-							BN4314_RS00315	495		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	12585	13079	-	WP_068540728.1	WP_068540728.1		ribosome maturation factor RimP			BN4314_RS00315	495	164	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	13215	14618	-							BN4314_RS00320	1404		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	13215	14618	-	WP_068539160.1	WP_068539160.1		L,D-transpeptidase			BN4314_RS00320	1404	467	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	14700	17249	-					leuS		BN4314_RS00325	2550		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	14700	17249	-	WP_068539162.1	WP_068539162.1		leucine--tRNA ligase	leuS		BN4314_RS00325	2550	849	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	17367	18887	-							BN4314_RS00330	1521		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	17367	18887	-	WP_068539164.1	WP_068539164.1		IMP dehydrogenase			BN4314_RS00330	1521	506	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	19021	20340	-							BN4314_RS00335	1320		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	19021	20340	-	WP_068539166.1	WP_068539166.1		glycosyltransferase family 2 protein			BN4314_RS00335	1320	439	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	20388	21431	-							BN4314_RS00340	1044		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	20388	21431	-	WP_068539168.1	WP_068539168.1		RluA family pseudouridine synthase			BN4314_RS00340	1044	347	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	21424	22008	-					lspA		BN4314_RS00345	585		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	21424	22008	-	WP_068539170.1	WP_068539170.1		signal peptidase II	lspA		BN4314_RS00345	585	194	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	22012	24831	-					ileS		BN4314_RS00350	2820		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	22012	24831	-	WP_068539172.1	WP_068539172.1		isoleucine--tRNA ligase	ileS		BN4314_RS00350	2820	939	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	25000	26910	+							BN4314_RS00355	1911		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	25000	26910	+	WP_068539174.1	WP_068539174.1		fructose-bisphosphatase class III			BN4314_RS00355	1911	636	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	26913	28808	-					ftsH		BN4314_RS00360	1896		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	26913	28808	-	WP_068539176.1	WP_068539176.1		ATP-dependent zinc metalloprotease FtsH	ftsH		BN4314_RS00360	1896	631	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	28886	30427	-							BN4314_RS00365	1542		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	28886	30427	-	WP_068539178.1	WP_068539178.1		L,D-transpeptidase family protein			BN4314_RS00365	1542	513	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	30564	31382	+							BN4314_RS00370	819		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	30564	31382	+	WP_068539180.1	WP_068539180.1		RNA methyltransferase			BN4314_RS00370	819	272	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	31391	32809	-					ffh		BN4314_RS00375	1419		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	31391	32809	-	WP_068539182.1	WP_068539182.1		signal recognition particle protein	ffh		BN4314_RS00375	1419	472	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	32864	33772	-					ftsY		BN4314_RS00380	909		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	32864	33772	-	WP_021735114.1	WP_021735114.1		signal recognition particle-docking protein FtsY	ftsY		BN4314_RS00380	909	302	
gene	protein_coding	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	33772	37314	-					smc		BN4314_RS00385	3543		
CDS	with_protein	GCF_900078545.1	Primary Assembly	unplaced scaffold		NZ_FLLS01000002.1	33772	37314	-	WP_068539184.1	WP_068539184.1		chromosome segregation protein SMC	smc		BN4314_RS00385	3543	1180	
