# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	59938	61617	+	WP_234346119.1	WP_234346119.1		C69 family dipeptidase			C1711_RS00280	1680	559	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	61767	62222	+							C1711_RS00285	456		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	61767	62222	+	WP_234346120.1	WP_234346120.1		hypothetical protein			C1711_RS00285	456	151	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	62238	64010	+							C1711_RS00290	1773		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	62238	64010	+	WP_102337276.1	WP_102337276.1		AarF/UbiB family protein			C1711_RS00290	1773	590	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	64203	65192	+							C1711_RS00295	990		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	64203	65192	+	WP_234346122.1	WP_234346122.1		tRNA-dihydrouridine synthase family protein			C1711_RS00295	990	329	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	65235	66065	-							C1711_RS00300	831		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	65235	66065	-	WP_102337277.1	WP_102337277.1		methyltransferase domain-containing protein			C1711_RS00300	831	276	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	66071	66607	-							C1711_RS00305	537		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	66071	66607	-	WP_102337278.1	WP_102337278.1		GNAT family N-acetyltransferase			C1711_RS00305	537	178	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	66760	68913	-							C1711_RS00310	2154		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	66760	68913	-	WP_102337279.1	WP_102337279.1		class I tRNA ligase family protein			C1711_RS00310	2154	717	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	69061	69918	+							C1711_RS00315	858		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	69061	69918	+	WP_234346125.1	WP_234346125.1		DUF3267 domain-containing protein			C1711_RS00315	858	285	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	69915	70532	+							C1711_RS00320	618		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	69915	70532	+	WP_102337281.1	WP_102337281.1		epoxyqueuosine reductase QueH			C1711_RS00320	618	205	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	70569	71792	+					queA		C1711_RS00325	1224		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	70569	71792	+	WP_102338486.1	WP_102338486.1		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA		C1711_RS00325	1224	407	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	72264	73064	-							C1711_RS00330	801		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	72264	73064	-	WP_102337282.1	WP_102337282.1		SDR family oxidoreductase			C1711_RS00330	801	266	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	73358	74713	+							C1711_RS00335	1356		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	73358	74713	+	WP_102337283.1	WP_102337283.1		hypothetical protein			C1711_RS00335	1356	451	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	74721	75860	+					tgt		C1711_RS00340	1140		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	74721	75860	+	WP_102337284.1	WP_102337284.1		tRNA guanosine(34) transglycosylase Tgt	tgt		C1711_RS00340	1140	379	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	75929	76696	+							C1711_RS00345	768		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	75929	76696	+	WP_102337285.1	WP_102337285.1		Cof-type HAD-IIB family hydrolase			C1711_RS00345	768	255	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	76817	77908	-							C1711_RS00350	1092		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	76817	77908	-	WP_102337286.1	WP_102337286.1		Gfo/Idh/MocA family oxidoreductase			C1711_RS00350	1092	363	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	78064	78582	-					rnhA		C1711_RS00355	519		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	78064	78582	-	WP_102337287.1	WP_102337287.1		ribonuclease HI	rnhA		C1711_RS00355	519	172	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	78745	79416	+							C1711_RS00360	672		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	78745	79416	+	WP_234346127.1	WP_234346127.1		pentapeptide repeat-containing protein			C1711_RS00360	672	223	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	79432	80307	+							C1711_RS00365	876		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	79432	80307	+	WP_102337288.1	WP_102337288.1		deoxyribonuclease IV			C1711_RS00365	876	291	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	80463	82268	-							C1711_RS00370	1806		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	80463	82268	-	WP_102337289.1	WP_102337289.1		ABC transporter ATP-binding protein/permease			C1711_RS00370	1806	601	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	82489	84471	+							C1711_RS00375	1983		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	82489	84471	+	WP_102337290.1	WP_102337290.1		Tat pathway signal sequence			C1711_RS00375	1983	660	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	84812	85627	+							C1711_RS00380	816		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	84812	85627	+	WP_102337291.1	WP_102337291.1		ABC transporter substrate-binding protein			C1711_RS00380	816	271	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	85750	87129	+							C1711_RS00385	1380		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	85750	87129	+	WP_102337292.1	WP_102337292.1		amino acid ABC transporter permease			C1711_RS00385	1380	459	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	87151	87930	+							C1711_RS00390	780		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	87151	87930	+	WP_102338488.1	WP_102338488.1		amino acid ABC transporter ATP-binding protein			C1711_RS00390	780	259	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	88345	89373	+							C1711_RS00395	1029		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	88345	89373	+	WP_234346130.1	WP_234346130.1		glycoside hydrolase family 3 protein			C1711_RS00395	1029	342	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	89492	90733	-							C1711_RS00400	1242		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	89492	90733	-	WP_102337294.1	WP_102337294.1		iron-containing alcohol dehydrogenase			C1711_RS00400	1242	413	
