## Mon Oct 10 06:31:03 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_006234305.1	742722.HMPREF9463_01293	7.92e-292	795.0	COG0282@1|root,COG0282@2|Bacteria,2GJAW@201174|Actinobacteria,4CUF3@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	-	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetate_kinase
WP_006234311.1	742722.HMPREF9463_01291	5.91e-51	161.0	COG1722@1|root,COG1722@2|Bacteria,2HVAT@201174|Actinobacteria,4CWK9@84998|Coriobacteriia	84998|Coriobacteriia	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_006234356.1	700015.Corgl_0710	8.82e-76	228.0	COG0432@1|root,COG0432@2|Bacteria,2HVC8@201174|Actinobacteria,4CWN8@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM Uncharacterised protein family UPF0047	-	-	-	-	-	-	-	-	-	-	-	-	UPF0047
WP_006234422.1	742722.HMPREF9463_00665	5.14e-34	117.0	COG0291@1|root,COG0291@2|Bacteria,2HV94@201174|Actinobacteria,4CWHW@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bL35 family	rpmI	-	-	ko:K02916	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L35p
WP_006234438.1	742722.HMPREF9463_00655	2.67e-162	455.0	COG0410@1|root,COG0410@2|Bacteria,2GKSQ@201174|Actinobacteria,4CU7U@84998|Coriobacteriia	84998|Coriobacteriia	E	ABC transporter, ATP-binding protein	-	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
WP_006234575.1	479437.Elen_0413	1.06e-178	506.0	COG0078@1|root,COG0078@2|Bacteria,2GJ6H@201174|Actinobacteria	201174|Actinobacteria	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019627,GO:0019752,GO:0034641,GO:0042450,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.1.3.3,2.1.3.6	ko:K00611,ko:K13252	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_006234690.1	742722.HMPREF9463_00478	6.7e-62	190.0	COG1534@1|root,COG1534@2|Bacteria,2IKSS@201174|Actinobacteria,4CW9V@84998|Coriobacteriia	84998|Coriobacteriia	J	CRS1_YhbY	-	-	-	ko:K07574	-	-	-	-	ko00000,ko03009	-	-	-	CRS1_YhbY
WP_006234774.1	742722.HMPREF9463_00418	8.68e-44	142.0	COG1918@1|root,COG1918@2|Bacteria,2GX6H@201174|Actinobacteria,4CWCJ@84998|Coriobacteriia	84998|Coriobacteriia	P	FeoA domain	-	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	FeoA
WP_006234830.1	742722.HMPREF9463_01105	1.09e-94	276.0	COG0698@1|root,COG0698@2|Bacteria	2|Bacteria	G	galactose-6-phosphate isomerase activity	lacA	-	5.3.1.26	ko:K01819	ko00052,ko01100,map00052,map01100	-	R03240	RC00376	ko00000,ko00001,ko01000	-	-	-	LacAB_rpiB
WP_006234957.1	742722.HMPREF9463_00996	3.2e-64	196.0	COG4466@1|root,COG4466@2|Bacteria,2HV30@201174|Actinobacteria,4CW7T@84998|Coriobacteriia	84998|Coriobacteriia	S	Biofilm formation stimulator VEG	-	-	-	-	-	-	-	-	-	-	-	-	VEG
WP_006234960.1	742722.HMPREF9463_00993	2.49e-100	291.0	COG0782@1|root,COG0782@2|Bacteria,2GNZV@201174|Actinobacteria,4CVRE@84998|Coriobacteriia	84998|Coriobacteriia	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	-	-	ko:K03624	-	-	-	-	ko00000,ko03021	-	-	-	GreA_GreB,GreA_GreB_N
WP_006234984.1	742722.HMPREF9463_00972	4e-128	363.0	COG0250@1|root,COG0250@2|Bacteria,2GJFW@201174|Actinobacteria,4CVI1@84998|Coriobacteriia	84998|Coriobacteriia	K	Participates in transcription elongation, termination and antitermination	nusG	-	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KOW,NusG
WP_006235012.1	742722.HMPREF9463_00943	4.9e-83	245.0	COG0048@1|root,COG0048@2|Bacteria,2IHUF@201174|Actinobacteria,4CVWP@84998|Coriobacteriia	84998|Coriobacteriia	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	rpsL	-	-	ko:K02950	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosom_S12_S23
WP_006235013.1	742722.HMPREF9463_00942	2.49e-105	304.0	COG0049@1|root,COG0049@2|Bacteria,2GMVW@201174|Actinobacteria,4CURQ@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	rpsG	-	-	ko:K02992	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S7
WP_006235019.1	742722.HMPREF9463_00937	2.21e-46	149.0	2B1P1@1|root,31U4I@2|Bacteria,2HVHA@201174|Actinobacteria,4CWUP@84998|Coriobacteriia	84998|Coriobacteriia	Q	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	PP-binding
WP_006235032.1	742722.HMPREF9463_00924	4.69e-144	406.0	COG0088@1|root,COG0088@2|Bacteria,2GJYJ@201174|Actinobacteria,4CV5I@84998|Coriobacteriia	84998|Coriobacteriia	J	Forms part of the polypeptide exit tunnel	rplD	-	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
WP_006235033.1	742722.HMPREF9463_00923	2.79e-59	183.0	COG0089@1|root,COG0089@2|Bacteria,2IQ7V@201174|Actinobacteria,4CW9Q@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	rplW	-	-	ko:K02892	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L23
WP_006235035.1	742722.HMPREF9463_00921	4.03e-57	177.0	COG0185@1|root,COG0185@2|Bacteria,2IKMS@201174|Actinobacteria,4CW3A@84998|Coriobacteriia	84998|Coriobacteriia	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	-	-	ko:K02965	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S19
WP_006235036.1	742722.HMPREF9463_00920	7.58e-77	229.0	COG0091@1|root,COG0091@2|Bacteria,2IM3J@201174|Actinobacteria,4CW1D@84998|Coriobacteriia	84998|Coriobacteriia	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
WP_006235037.1	742722.HMPREF9463_00919	2.12e-163	457.0	COG0092@1|root,COG0092@2|Bacteria,2GKF1@201174|Actinobacteria,4CUK7@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	rpsC	-	-	ko:K02982	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KH_2,Ribosomal_S3_C
WP_006235039.1	742722.HMPREF9463_00917	9.61e-38	127.0	COG0255@1|root,COG0255@2|Bacteria,2IQ6V@201174|Actinobacteria,4CWMP@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the universal ribosomal protein uL29 family	rpmC	-	-	ko:K02904	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L29
WP_006235040.1	742722.HMPREF9463_00916	9.17e-54	168.0	COG0186@1|root,COG0186@2|Bacteria,2IQ68@201174|Actinobacteria,4CWAR@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	rpsQ	-	-	ko:K02961	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17
WP_006235041.1	742722.HMPREF9463_00915	2.65e-81	241.0	COG0093@1|root,COG0093@2|Bacteria,2IHNX@201174|Actinobacteria,4CVUJ@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	rplN	-	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L14
WP_006235043.1	742722.HMPREF9463_00914	3.54e-67	203.0	COG0198@1|root,COG0198@2|Bacteria,2IKP2@201174|Actinobacteria,4CWBG@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	rplX	-	-	ko:K02895	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KOW,ribosomal_L24
WP_006235069.1	742722.HMPREF9463_00380	3.99e-33	114.0	2B1KB@1|root,31U1S@2|Bacteria,2HVEC@201174|Actinobacteria,4CWR3@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_006235089.1	700015.Corgl_0344	3.68e-11	60.5	2A29K@1|root,30QKD@2|Bacteria,2HVIC@201174|Actinobacteria,4CWW3@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_006235124.1	742722.HMPREF9463_00333	8.37e-231	634.0	COG1897@1|root,COG1897@2|Bacteria,2GK5E@201174|Actinobacteria,4CUHF@84998|Coriobacteriia	84998|Coriobacteriia	E	Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine	metAA	-	2.3.1.46	ko:K00651	ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230	M00017	R01777	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	HTS
WP_006235152.1	742722.HMPREF9463_00302	4.49e-130	369.0	COG1592@1|root,COG1592@2|Bacteria,2IJ63@201174|Actinobacteria,4CUPV@84998|Coriobacteriia	84998|Coriobacteriia	C	Rubrerythrin	-	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
WP_006235156.1	742722.HMPREF9463_00298	6.08e-164	459.0	COG3279@1|root,COG3279@2|Bacteria,2GKK5@201174|Actinobacteria,4CUTM@84998|Coriobacteriia	84998|Coriobacteriia	K	Response regulator receiver domain	-	-	-	ko:K02477	-	-	-	-	ko00000,ko02022	-	-	-	LytTR,Response_reg
WP_006235157.1	742722.HMPREF9463_00297	2.36e-305	834.0	COG3275@1|root,COG3275@2|Bacteria,2GJD4@201174|Actinobacteria,4CUX5@84998|Coriobacteriia	84998|Coriobacteriia	T	histidine kinase DNA gyrase B	-	-	2.7.13.3	ko:K07704	ko02020,map02020	M00492	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	GAF_3,HATPase_c,His_kinase
WP_006235166.1	742722.HMPREF9463_00288	4.88e-236	648.0	COG0549@1|root,COG0549@2|Bacteria,2HWQ6@201174|Actinobacteria,4CUT3@84998|Coriobacteriia	84998|Coriobacteriia	E	Belongs to the carbamate kinase family	arcC	-	2.7.2.2	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200	-	R00150,R01395	RC00002,RC00043,RC02803,RC02804	ko00000,ko00001,ko01000	-	-	-	AA_kinase
WP_006235174.1	742722.HMPREF9463_00278	1.71e-65	199.0	COG0718@1|root,COG0718@2|Bacteria,2IRC4@201174|Actinobacteria,4CWBC@84998|Coriobacteriia	84998|Coriobacteriia	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	-	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
WP_006235180.1	742722.HMPREF9463_00272	3.71e-91	267.0	COG1716@1|root,COG1716@2|Bacteria,2HUX0@201174|Actinobacteria,4CVX4@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA
WP_006235216.1	742722.HMPREF9463_00150	4.93e-20	81.6	COG2768@1|root,COG2768@2|Bacteria,2I6A6@201174|Actinobacteria,4CWHU@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4
WP_006235225.1	742722.HMPREF9463_00141	3.28e-52	164.0	29J48@1|root,3061P@2|Bacteria,2HV4R@201174|Actinobacteria,4CWB0@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_006235262.1	742722.HMPREF9463_00883	4.78e-91	266.0	COG0096@1|root,COG0096@2|Bacteria,2IHQZ@201174|Actinobacteria,4CVVW@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rpsH	-	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
WP_006235263.1	742722.HMPREF9463_00882	7.75e-126	358.0	COG0097@1|root,COG0097@2|Bacteria,2GK35@201174|Actinobacteria,4CVIK@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	rplF	-	-	ko:K02933	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6
WP_006235264.1	742722.HMPREF9463_00881	7.04e-77	229.0	COG0256@1|root,COG0256@2|Bacteria,2IKTX@201174|Actinobacteria,4CW23@84998|Coriobacteriia	84998|Coriobacteriia	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	rplR	-	-	ko:K02881	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L18p
WP_006235266.1	742722.HMPREF9463_00879	5.94e-34	116.0	COG1841@1|root,COG1841@2|Bacteria,2GQV0@201174|Actinobacteria,4CWH6@84998|Coriobacteriia	84998|Coriobacteriia	J	50S ribosomal protein L30	rpmD	-	-	ko:K02907	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L30
WP_006235267.1	742722.HMPREF9463_00878	8.17e-98	285.0	COG0200@1|root,COG0200@2|Bacteria,2II6M@201174|Actinobacteria,4CVMS@84998|Coriobacteriia	84998|Coriobacteriia	J	binds to the 23S rRNA	rplO	-	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
WP_006235270.1	742722.HMPREF9463_00875	8.77e-194	536.0	COG0024@1|root,COG0024@2|Bacteria,2GKKB@201174|Actinobacteria,4CVFN@84998|Coriobacteriia	84998|Coriobacteriia	E	Methionine aminopeptidase	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
WP_006235274.1	742722.HMPREF9463_00871	1.79e-87	257.0	COG0100@1|root,COG0100@2|Bacteria,2IFFC@201174|Actinobacteria,4CVNX@84998|Coriobacteriia	84998|Coriobacteriia	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	-	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
WP_006235275.1	742722.HMPREF9463_00870	7.55e-136	385.0	COG0522@1|root,COG0522@2|Bacteria,2GIRX@201174|Actinobacteria,4CV0K@84998|Coriobacteriia	84998|Coriobacteriia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	-	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
WP_006235276.1	742722.HMPREF9463_00869	5.8e-220	607.0	COG0202@1|root,COG0202@2|Bacteria,2GJJ5@201174|Actinobacteria,4CUFQ@84998|Coriobacteriia	84998|Coriobacteriia	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	-	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
WP_006235277.1	742722.HMPREF9463_00868	4.12e-94	276.0	COG0203@1|root,COG0203@2|Bacteria,2IHV2@201174|Actinobacteria,4CVSZ@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bL17 family	rplQ	-	-	ko:K02879	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L17
WP_006235280.1	742722.HMPREF9463_00865	5.36e-92	270.0	COG1438@1|root,COG1438@2|Bacteria,2GKA5@201174|Actinobacteria,4CVTV@84998|Coriobacteriia	84998|Coriobacteriia	K	Regulates arginine biosynthesis genes	argR	-	-	ko:K03402	-	-	-	-	ko00000,ko03000	-	-	-	Arg_repressor,Arg_repressor_C
WP_006235292.1	742722.HMPREF9463_00855	6.09e-53	166.0	COG3655@1|root,COG3655@2|Bacteria,2GQZM@201174|Actinobacteria,4CWJ1@84998|Coriobacteriia	84998|Coriobacteriia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	ko:K07727	-	-	-	-	ko00000,ko03000	-	-	-	HTH_26
WP_006235303.1	742722.HMPREF9463_00848	6.33e-57	181.0	COG0254@1|root,COG0254@2|Bacteria,2HUWQ@201174|Actinobacteria,4CVW5@84998|Coriobacteriia	84998|Coriobacteriia	J	Binds the 23S rRNA	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
WP_006235309.1	742722.HMPREF9463_00843	1.22e-221	611.0	COG3958@1|root,COG3958@2|Bacteria,2I8VM@201174|Actinobacteria,4CVZ2@84998|Coriobacteriia	84998|Coriobacteriia	G	Transketolase, C-terminal domain	-	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C
WP_006235398.1	742722.HMPREF9463_00758	8.59e-80	238.0	COG2246@1|root,COG2246@2|Bacteria,2HUXF@201174|Actinobacteria,4CVY3@84998|Coriobacteriia	84998|Coriobacteriia	S	GtrA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GtrA
WP_006235414.1	742722.HMPREF9463_00739	1.57e-189	526.0	COG1028@1|root,COG1028@2|Bacteria,2GVVR@201174|Actinobacteria,4CV69@84998|Coriobacteriia	84998|Coriobacteriia	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
