# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	6880	9360	+	WP_241154664.1	WP_241154664.1		DNA gyrase subunit A	gyrA		CV096_RS00030	2481	826	
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9660	9736	+							CV096_RS00035	77		old_locus_tag=CV096_00035
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9660	9736	+				tRNA-Ile			CV096_RS00035	77		anticodon=GAT
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9804	9879	+							CV096_RS00040	76		old_locus_tag=CV096_00040
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9804	9879	+				tRNA-Ala			CV096_RS00040	76		anticodon=TGC
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9884	9960	+							CV096_RS00045	77		old_locus_tag=CV096_00045
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	9884	9960	+				tRNA-Ile			CV096_RS00045	77		anticodon=GAT
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	10144	10644	+							CV096_RS00050	501		old_locus_tag=CV096_00050
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	10144	10644	+	WP_124785706.1	WP_124785706.1		bifunctional nuclease family protein			CV096_RS00050	501	166	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	10645	11034	+							CV096_RS00055	390		old_locus_tag=CV096_00055
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	10645	11034	+	WP_124785707.1	WP_124785707.1		hypothetical protein			CV096_RS00055	390	129	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	11065	11514	+							CV096_RS00060	450		old_locus_tag=CV096_00060
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	11065	11514	+	WP_089572580.1	WP_089572580.1		hypothetical protein			CV096_RS00060	450	149	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	11632	13470	+					typA		CV096_RS00065	1839		old_locus_tag=CV096_00065
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	11632	13470	+	WP_124785708.1	WP_124785708.1		translational GTPase TypA	typA		CV096_RS00065	1839	612	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	13895	17650	+							CV096_RS00070	3756		old_locus_tag=CV096_00070
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	13895	17650	+	WP_124785709.1	WP_124785709.1		isopeptide-forming domain-containing fimbrial protein			CV096_RS00070	3756	1251	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	17643	19283	+							CV096_RS00075	1641		old_locus_tag=CV096_00075
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	17643	19283	+	WP_164473263.1	WP_164473263.1		isopeptide-forming domain-containing fimbrial protein			CV096_RS00075	1641	546	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	19408	21216	+							CV096_RS00080	1809		old_locus_tag=CV096_00080
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	19408	21216	+	WP_124785711.1	WP_124785711.1		isopeptide-forming domain-containing fimbrial protein			CV096_RS00080	1809	602	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	21341	22486	-							CV096_RS00085	1146		old_locus_tag=CV096_00085
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	21341	22486	-	WP_124785712.1	WP_124785712.1		polymer-forming cytoskeletal protein			CV096_RS00085	1146	381	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	22594	23283	-							CV096_RS00090	690		old_locus_tag=CV096_00090
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	22594	23283	-	WP_241154614.1	WP_241154614.1		TRIC cation channel family protein			CV096_RS00090	690	229	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	23588	24595	+							CV096_RS00095	1008		
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	23588	24595	+	WP_124785713.1	WP_124785713.1		hypothetical protein			CV096_RS00095	1008	335	
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	24779	24869	-							CV096_RS00100	91		old_locus_tag=CV096_00105
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	24779	24869	-				tRNA-Ser			CV096_RS00100	91		anticodon=CGA
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	24918	25008	-							CV096_RS00105	91		old_locus_tag=CV096_00110
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	24918	25008	-				tRNA-Ser			CV096_RS00105	91		anticodon=GGA
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	25513	25806	+					rpsF		CV096_RS00110	294		old_locus_tag=CV096_00115
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	25513	25806	+	WP_006235831.1	WP_006235831.1		30S ribosomal protein S6	rpsF		CV096_RS00110	294	97	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	25855	26307	+					ssb		CV096_RS00115	453		old_locus_tag=CV096_00120
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	25855	26307	+	WP_006235830.1	WP_006235830.1		single-stranded DNA-binding protein	ssb		CV096_RS00115	453	150	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	26380	26646	+					rpsR		CV096_RS00120	267		old_locus_tag=CV096_00125
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	26380	26646	+	WP_006235829.1	WP_006235829.1		30S ribosomal protein S18	rpsR		CV096_RS00120	267	88	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	26662	27201	+					rplI		CV096_RS00125	540		old_locus_tag=CV096_00130
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	26662	27201	+	WP_089572584.1	WP_089572584.1		50S ribosomal protein L9	rplI		CV096_RS00125	540	179	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	27420	28817	+					dnaB		CV096_RS00130	1398		old_locus_tag=CV096_00135
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	27420	28817	+	WP_117634693.1	WP_117634693.1		replicative DNA helicase	dnaB		CV096_RS00130	1398	465	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	28909	30195	+							CV096_RS00135	1287		old_locus_tag=CV096_00140
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	28909	30195	+	WP_124785714.1	WP_124785714.1		adenylosuccinate synthase			CV096_RS00135	1287	428	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	30314	31618	+					purD		CV096_RS00140	1305		old_locus_tag=CV096_00145
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	30314	31618	+	WP_124785715.1	WP_124785715.1		phosphoribosylamine--glycine ligase	purD		CV096_RS00140	1305	434	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	31640	32335	+							CV096_RS00145	696		old_locus_tag=CV096_00150
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	31640	32335	+	WP_206428100.1	WP_206428100.1		NUDIX hydrolase			CV096_RS00145	696	231	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	32418	34190	+							CV096_RS00150	1773		old_locus_tag=CV096_00155
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	32418	34190	+	WP_124785716.1	WP_124785716.1		ABC transporter ATP-binding protein/permease			CV096_RS00150	1773	590	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	34210	35175	+							CV096_RS00155	966		old_locus_tag=CV096_00160
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	34210	35175	+	WP_124785717.1	WP_124785717.1		hypothetical protein			CV096_RS00155	966	321	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	35383	36822	+					carA		CV096_RS00160	1440		old_locus_tag=CV096_00165
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	35383	36822	+	WP_117584039.1	WP_117584039.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		CV096_RS00160	1440	479	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	36824	40138	+					carB		CV096_RS00165	3315		old_locus_tag=CV096_00170
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	36824	40138	+	WP_124785718.1	WP_124785718.1		carbamoyl-phosphate synthase large subunit	carB		CV096_RS00165	3315	1104	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	40869	41333	+					purE		CV096_RS00170	465		old_locus_tag=CV096_00175
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	40869	41333	+	WP_006235810.1	WP_006235810.1		5-(carboxyamino)imidazole ribonucleotide mutase	purE		CV096_RS00170	465	154	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	41369	42367	+							CV096_RS00175	999		old_locus_tag=CV096_00180
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	41369	42367	+	WP_124785719.1	WP_124785719.1		sortase			CV096_RS00175	999	332	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	42435	42851	+							CV096_RS00180	417		old_locus_tag=CV096_00185
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	42435	42851	+	WP_124785720.1	WP_124785720.1		molybdopterin biosynthesis protein			CV096_RS00180	417	138	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	42942	44171	-							CV096_RS00185	1230		old_locus_tag=CV096_00190
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	42942	44171	-	WP_117776583.1	WP_117776583.1		putative ABC transporter permease			CV096_RS00185	1230	409	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	44459	46129	+					purF		CV096_RS00190	1671		old_locus_tag=CV096_00195
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	44459	46129	+	WP_117564038.1	WP_117564038.1		amidophosphoribosyltransferase	purF		CV096_RS00190	1671	556	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	46287	47390	+					purM		CV096_RS00195	1104		old_locus_tag=CV096_00200
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	46287	47390	+	WP_117564039.1	WP_117564039.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		CV096_RS00195	1104	367	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	47380	48081	+					purN		CV096_RS00200	702		old_locus_tag=CV096_00205
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	47380	48081	+	WP_124785721.1	WP_124785721.1		phosphoribosylglycinamide formyltransferase	purN		CV096_RS00200	702	233	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	48207	48671	+							CV096_RS00205	465		old_locus_tag=CV096_00210
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	48207	48671	+	WP_124785722.1	WP_124785722.1		PTS sugar transporter subunit IIA			CV096_RS00205	465	154	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	48896	50116	+							CV096_RS00210	1221		old_locus_tag=CV096_00215
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	48896	50116	+	WP_124785723.1	WP_124785723.1		peptidylprolyl isomerase			CV096_RS00210	1221	406	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	50171	50614	+							CV096_RS00215	444		old_locus_tag=CV096_00220
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	50171	50614	+	WP_117629799.1	WP_117629799.1		GatB/YqeY domain-containing protein			CV096_RS00215	444	147	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	50974	51696	+							CV096_RS00220	723		old_locus_tag=CV096_00225
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	50974	51696	+	WP_171021474.1	WP_171021474.1		amino acid ABC transporter ATP-binding protein			CV096_RS00220	723	240	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	51711	52580	+							CV096_RS00225	870		old_locus_tag=CV096_00230
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	51711	52580	+	WP_241154615.1	WP_241154615.1		transporter substrate-binding domain-containing protein			CV096_RS00225	870	289	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	52606	53352	+							CV096_RS00230	747		old_locus_tag=CV096_00235
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	52606	53352	+	WP_124785726.1	WP_124785726.1		amino acid ABC transporter permease			CV096_RS00230	747	248	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	53356	53994	+							CV096_RS00235	639		old_locus_tag=CV096_00240
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	53356	53994	+	WP_055285379.1	WP_055285379.1		amino acid ABC transporter permease			CV096_RS00235	639	212	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	54166	54789	+							CV096_RS00240	624		old_locus_tag=CV096_00245
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	54166	54789	+	WP_118094044.1	WP_118094044.1		cytidylate kinase-like family protein			CV096_RS00240	624	207	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	55250	56659	-					gltA		CV096_RS00245	1410		old_locus_tag=CV096_00250
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	55250	56659	-	WP_089572633.1	WP_089572633.1		NADPH-dependent glutamate synthase	gltA		CV096_RS00245	1410	469	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	56650	57489	-							CV096_RS00250	840		old_locus_tag=CV096_00255
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	56650	57489	-	WP_117647773.1	WP_117647773.1		sulfide/dihydroorotate dehydrogenase-like FAD/NAD-binding protein			CV096_RS00250	840	279	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	57864	58493	-					pth		CV096_RS00255	630		old_locus_tag=CV096_00260
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	57864	58493	-	WP_192934494.1	WP_192934494.1		aminoacyl-tRNA hydrolase	pth		CV096_RS00255	630	209	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	58718	59704	-							CV096_RS00260	987		old_locus_tag=CV096_00265
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	58718	59704	-	WP_089573682.1	WP_089573682.1		ribose-phosphate pyrophosphokinase			CV096_RS00260	987	328	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	59897	61309	-					glmU		CV096_RS00265	1413		old_locus_tag=CV096_00270
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	59897	61309	-	WP_117646163.1	WP_117646163.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		CV096_RS00265	1413	470	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	61509	62396	+							CV096_RS00270	888		old_locus_tag=CV096_00275
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	61509	62396	+	WP_231500817.1	WP_231500817.1		energy-coupling factor transporter transmembrane protein EcfT			CV096_RS00270	888	295	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	62396	64039	+							CV096_RS00275	1644		old_locus_tag=CV096_00280
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	62396	64039	+	WP_117840353.1	WP_117840353.1		ABC transporter ATP-binding protein			CV096_RS00275	1644	547	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	64064	64837	-							CV096_RS00280	774		old_locus_tag=CV096_00285
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	64064	64837	-	WP_124785727.1	WP_124785727.1		helix-turn-helix transcriptional regulator			CV096_RS00280	774	257	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	65048	66259	+							CV096_RS00285	1212		old_locus_tag=CV096_00290
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	65048	66259	+	WP_124785728.1	WP_124785728.1		MFS transporter			CV096_RS00285	1212	403	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	66262	67908	+							CV096_RS00290	1647		old_locus_tag=CV096_00295
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	66262	67908	+	WP_117840351.1	WP_117840351.1		amidohydrolase			CV096_RS00290	1647	548	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	67923	69113	+							CV096_RS00295	1191		old_locus_tag=CV096_00300
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	67923	69113	+	WP_164473264.1	WP_164473264.1		MFS transporter			CV096_RS00295	1191	396	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	69192	69629	+							CV096_RS00300	438		old_locus_tag=CV096_00305
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	69192	69629	+	WP_117778675.1	WP_117778675.1		hypothetical protein			CV096_RS00300	438	145	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	69751	70449	+							CV096_RS00305	699		old_locus_tag=CV096_00310
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	69751	70449	+	WP_231500818.1	WP_231500818.1		ECF transporter S component			CV096_RS00305	699	232	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	70984	71802	-							CV096_RS00310	819		old_locus_tag=CV096_00315
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	70984	71802	-	WP_117840348.1	WP_117840348.1		exodeoxyribonuclease III			CV096_RS00310	819	272	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	71917	72669	+							CV096_RS00315	753		old_locus_tag=CV096_00320
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	71917	72669	+	WP_124785730.1	WP_124785730.1		NAD-dependent protein deacylase			CV096_RS00315	753	250	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	72764	74506	+					folP		CV096_RS00320	1743		old_locus_tag=CV096_00325
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	72764	74506	+	WP_117840346.1	WP_117840346.1		dihydropteroate synthase	folP		CV096_RS00320	1743	580	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	74507	75208	+							CV096_RS00325	702		old_locus_tag=CV096_00330
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	74507	75208	+	WP_055251520.1	WP_055251520.1		hypothetical protein			CV096_RS00325	702	233	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	75382	76155	-							CV096_RS00330	774		old_locus_tag=CV096_00335
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	75382	76155	-	WP_158558637.1	WP_158558637.1		type III pantothenate kinase			CV096_RS00330	774	257	
gene	tRNA	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	76352	76428	+							CV096_RS00335	77		old_locus_tag=CV096_00340
tRNA		GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	76352	76428	+				tRNA-Met			CV096_RS00335	77		anticodon=CAT
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	77018	77875	+							CV096_RS00340	858		old_locus_tag=CV096_00345
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	77018	77875	+	WP_006235773.1	WP_006235773.1		MurR/RpiR family transcriptional regulator			CV096_RS00340	858	285	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	77949	79277	-							CV096_RS00345	1329		old_locus_tag=CV096_00350
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	77949	79277	-	WP_164473265.1	WP_164473265.1		6-phospho-alpha-glucosidase			CV096_RS00345	1329	442	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	79297	79566	-							CV096_RS00350	270		old_locus_tag=CV096_00355
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	79297	79566	-	WP_117840343.1	WP_117840343.1		hypothetical protein			CV096_RS00350	270	89	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	79612	81174	-							CV096_RS00355	1563		old_locus_tag=CV096_00360
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	79612	81174	-	WP_124785732.1	WP_124785732.1		PTS transporter subunit EIIC			CV096_RS00355	1563	520	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	82207	84237	+							CV096_RS00360	2031		old_locus_tag=CV096_00365
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	82207	84237	+	WP_231500820.1	WP_231500820.1		NAD(P)/FAD-dependent oxidoreductase			CV096_RS00360	2031	676	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	84687	85082	+							CV096_RS00365	396		old_locus_tag=CV096_00370
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	84687	85082	+	WP_117564058.1	WP_117564058.1		helix-turn-helix domain-containing protein			CV096_RS00365	396	131	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	85370	88252	+							CV096_RS00370	2883		old_locus_tag=CV096_00375
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	85370	88252	+	WP_124785733.1	WP_124785733.1		NADH-quinone oxidoreductase subunit H			CV096_RS00370	2883	960	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	88265	88840	+					nuoB		CV096_RS00375	576		old_locus_tag=CV096_00380
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	88265	88840	+	WP_117773676.1	WP_117773676.1		NADH-quinone oxidoreductase subunit NuoB	nuoB		CV096_RS00375	576	191	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	88840	89556	+							CV096_RS00380	717		old_locus_tag=CV096_00385
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	88840	89556	+	WP_117773677.1	WP_117773677.1		NADH-quinone oxidoreductase subunit C			CV096_RS00380	717	238	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	89562	90650	+							CV096_RS00385	1089		old_locus_tag=CV096_00390
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	89562	90650	+	WP_117773678.1	WP_117773678.1		nickel-dependent hydrogenase large subunit			CV096_RS00385	1089	362	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	90658	90999	+							CV096_RS00390	342		old_locus_tag=CV096_00395
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	90658	90999	+	WP_117773679.1	WP_117773679.1		4Fe-4S dicluster domain-containing protein			CV096_RS00390	342	113	
